video,start,end,frames,mean_appearance,mean_temporal
04,304,304,1,1.4166203831704953,0.4057331630227602
06,320,321,2,1.582958689938587,0.9723600558140764
07,120,123,4,0.5526908710489981,1.4191302578637501
09,427,427,1,1.213680769545073,0.6301168312632814
09,431,431,1,1.416532372325178,0.4973415212175185
15,110,114,5,0.41016025535832235,1.6618730302518596
