video,start,end,frames,mean_appearance,mean_temporal
01,378,378,1,1.2222779604350542,0.22820871220135616
01,391,400,10,1.0694325017810722,0.5693215767577543
08,438,438,1,0.8111742262014686,0.6747264390420955
08,585,587,3,0.7697442466612839,0.8012701117415851
11,407,413,7,0.9392748662823209,0.6463507195338233
17,494,497,4,0.7549824657210547,0.8035252160016119
17,506,506,1,1.1431967110659302,0.3399528942696577
17,554,565,12,0.7361840981559012,1.1413582981001336
