repeat,video,frame,processing_ms
0,04,126,5.857993848621845
0,04,134,5.455355159938335
0,04,141,5.297137191519141
0,04,149,5.812718067318201
0,04,156,5.53538603708148
0,04,163,5.394490901380777
0,04,171,5.668536992743611
0,04,178,5.3989889565855265
0,04,186,5.304852034896612
0,04,193,5.842423997819424
0,04,201,5.59497787617147
0,04,208,5.349576938897371
0,04,216,6.092444993555546
0,04,223,5.883630830794573
0,04,231,5.826494889333844
1,01,0,6.189948879182339
1,01,6,5.918907932937145
1,01,13,5.816806107759476
1,01,19,6.06484292075038
1,01,26,5.820884136483073
1,01,33,5.885696038603783
1,01,39,6.043092114850879
1,01,46,5.798551952466369
1,01,53,6.184278056025505
1,01,59,5.8502990286797285
1,01,66,5.755630088970065
1,01,73,6.265181116759777
1,01,79,5.823859013617039
1,01,86,5.993908969685435
1,01,93,6.111030001193285
1,01,99,5.823258077725768
1,01,106,6.003316957503557
1,01,112,6.087646121159196
1,01,119,5.836022086441517
1,01,126,6.339619867503643
1,01,132,5.460554966703057
1,01,139,5.3195590153336525
1,01,146,5.9269031044095755
1,01,152,5.459854146465659
1,01,159,5.405792035162449
1,01,166,5.605838028714061
1,01,172,5.598424933850765
1,01,179,5.439144093543291
1,01,186,5.932363914325833
1,01,192,5.420889938250184
1,01,199,5.307417130097747
1,01,206,5.8371941559016705
1,02,0,5.423153983429074
1,02,6,5.434395978227258
1,02,13,5.650683073326945
1,02,20,5.524714943021536
1,02,27,5.338595015928149
1,02,34,5.815422860905528
1,02,41,5.470123142004013
1,02,48,5.367138888686895
1,02,54,5.718751111999154
1,02,61,5.456236889585853
1,02,68,5.374271888285875
1,02,75,5.889161955565214
1,02,82,5.461656954139471
1,02,89,5.350928986445069
1,02,96,5.689685931429267
1,02,103,5.370656028389931
1,02,109,5.32929808832705
1,02,116,5.760109983384609
1,02,123,5.3689321503043175
1,02,130,5.3379349410533905
1,02,137,5.7198829017579556
1,02,144,5.424757022410631
1,02,151,5.328156054019928
1,02,158,5.699665984138846
1,02,164,5.382818169891834
1,02,171,5.291596986353397
1,02,178,5.99296810105443
1,02,185,5.422453163191676
1,02,192,5.318767158314586
1,02,199,5.751282908022404
1,02,206,5.3989391308277845
1,02,213,5.3310811053961515
1,04,0,6.051077041774988
1,04,7,6.013036007061601
1,04,14,5.824279971420765
1,04,22,6.160212913528085
1,04,29,5.820583086460829
1,04,37,5.822726991027594
1,04,44,6.171804154291749
1,04,52,5.821605212986469
1,04,59,5.8560301549732685
1,04,67,6.079510785639286
1,04,74,5.827154964208603
1,04,81,6.159341195598245
1,04,89,6.036449922248721
1,04,96,5.8046928606927395
1,04,104,6.171273998916149
1,04,111,5.866299150511622
1,04,119,5.825743079185486
1,04,126,6.153891095891595
1,04,134,5.856361007317901
1,04,141,5.851089954376221
1,04,149,6.126789841800928
1,04,156,5.811025155708194
1,04,163,5.920700961723924
1,04,171,5.99042302928865
1,04,178,5.912095075473189
1,04,186,6.246245000511408
1,04,193,5.87595789693296
1,04,201,5.797018995508552
1,04,208,6.111280992627144
1,04,216,5.8948330115526915
1,04,223,5.820482969284058
1,04,231,6.164781982079148
2,01,0,5.890134023502469
2,01,6,6.031571188941598
2,01,13,6.134704919531941
2,01,19,5.882810102775693
2,01,26,6.2764419708400965
2,01,33,5.4735790472477674
2,01,39,5.334737943485379
2,01,46,5.786417983472347
2,01,53,5.445866845548153
2,01,59,5.390864098444581
2,01,66,5.747835850343108
2,01,73,5.890415050089359
2,01,79,5.846160929650068
2,01,86,6.196351023390889
2,01,93,5.9128268621861935
2,01,99,5.8293999172747135
2,01,106,6.140365032479167
2,01,112,5.929036997258663
2,01,119,5.818940000608563
2,01,126,6.178388139232993
2,01,132,5.839349003508687
2,01,139,6.010752171278
2,01,146,6.14594598300755
2,01,152,5.833827890455723
2,01,159,6.073869997635484
2,01,166,6.354487966746092
2,01,172,5.7909078896045685
2,01,179,6.121569080278277
2,01,186,5.3396369330585
2,01,192,5.352512001991272
2,01,199,5.794523982331157
2,01,206,5.356939043849707
2,02,0,5.321913864463568
2,02,6,5.443211877718568
2,02,13,5.397806875407696
2,02,20,5.4282839410007
2,02,27,5.551746115088463
2,02,34,5.357861984521151
2,02,41,5.322926212102175
2,02,48,5.6136727798730135
2,02,54,5.372708896175027
2,02,61,5.45893213711679
2,02,68,5.478489212691784
2,02,75,5.40925795212388
2,02,82,5.323386983945966
2,02,89,5.455143982544541
2,02,96,5.363262025639415
2,02,103,5.4689699318259954
2,02,109,5.473859841004014
2,02,116,5.370925879105926
2,02,123,5.33439707942307
2,02,130,5.421702051535249
2,02,137,5.338195012882352
2,02,144,5.43923513032496
2,02,151,5.524666048586369
2,02,158,5.450556054711342
2,02,164,5.352691980078816
2,02,171,5.504036089405417
2,02,178,5.444254027679563
2,02,185,5.437891930341721
2,02,192,5.4187660571187735
2,02,199,5.46337990090251
2,02,206,5.306564969941974
2,02,213,5.463870940729976
2,04,0,5.412694998085499
2,04,7,5.46513288281858
2,04,14,5.3419009782373905
2,04,22,5.46881090849638
2,04,29,5.407745949923992
2,04,37,5.65855810418725
2,04,44,5.899711977690458
2,04,52,5.822937935590744
2,04,59,6.244781892746687
2,04,67,5.818810081109405
2,04,74,5.796127021312714
2,04,81,6.2540690414607525
2,04,89,5.900142947211862
2,04,96,5.78364310786128
2,04,104,6.251976126804948
2,04,111,5.829930072650313
2,04,119,5.788501817733049
2,04,126,6.128362845629454
2,04,134,5.855618976056576
2,04,141,6.419340148568153
2,04,149,5.388097837567329
2,04,156,5.272932117804885
2,04,163,5.831633927300572
2,04,171,5.4073750507086515
2,04,178,5.299982149153948
2,04,186,6.09618192538619
2,04,193,5.399580113589764
2,04,201,5.348775070160627
2,04,208,5.864444887265563
2,04,216,5.325020058080554
2,04,223,5.4304590448737144
2,04,231,5.863613914698362
