scene,video,frame,input_bf16_sha256,fp32_cls_max_abs,fp32_cls_mean_abs,fp32_cls_cosine_mean,bf16_eager_cls_max_abs,bf16_eager_cls_mean_abs,bf16_eager_cls_cosine_mean,same_eager_cls_max_abs,same_eager_cls_mean_abs,same_eager_cls_cosine_mean,fp32_patch12_max_abs,fp32_patch12_mean_abs,fp32_patch12_cosine_mean,bf16_eager_patch12_max_abs,bf16_eager_patch12_mean_abs,bf16_eager_patch12_cosine_mean,same_eager_patch12_max_abs,same_eager_patch12_mean_abs,same_eager_patch12_cosine_mean
R01,01,0,f1e792111f1802b3ca869d55ad33c2b169dd4663baba4de8139325acfb92439e,0.004647846333682537,0.0011320869671180844,0.0007820725440979004,0.0038505196571350098,0.0010187252191826701,0.0006427168846130371,0.0,0.0,0.0,0.07659804821014404,0.0012259215582162142,0.0010233267676085234,0.012903064489364624,0.0010775272967293859,0.0007416201406158507,0.0,0.0,1.4717196350488848e-08
R01,01,6,7d0ff0efc65197d9928bf40f304552aa24675a8d105aef8bd5eb6a7f81ec5dc1,0.005091900937259197,0.0011744856601580977,0.0008609294891357422,0.004370599985122681,0.0011321892961859703,0.0007774829864501953,0.0,0.0,0.0,0.09491872042417526,0.0012648169649764895,0.0011657805880531669,0.03752615302801132,0.001146244932897389,0.0008445363491773605,0.0,0.0,1.2877547028722347e-08
R01,01,13,3c94e295229a408cb2987e83972ca881d37fdb8805654edef87c0f1ce36ba712,0.00442194938659668,0.0011737147578969598,0.0008320808410644531,0.004272639751434326,0.0011221551103517413,0.0007600188255310059,0.0,0.0,0.0,0.1846584528684616,0.0012702387757599354,0.002304226625710726,0.015193402767181396,0.0010987954447045922,0.0007802097243256867,0.0,0.0,1.1037896818777426e-08
R01,01,19,9dc04669c52a21ec101231073ffb97e436802664f4beeed9d6dcf98f2565cd18,0.004101498052477837,0.0010887578828260303,0.0007292032241821289,0.004831366240978241,0.0010027162497863173,0.0006088614463806152,0.0,0.0,0.0,0.0181882306933403,0.0011661751195788383,0.0009137522429227829,0.01449345052242279,0.0010834312997758389,0.0007549660513177514,0.0,0.0,1.0118072601983386e-08
R01,01,26,e96738dea924e16c6f359a0833ff06b8933938eb53035f87b14aef551f81a427,0.004583079367876053,0.0011432060273364186,0.0007967948913574219,0.004472384229302406,0.0010576174827292562,0.0006874799728393555,0.0,0.0,0.0,0.04161682724952698,0.001184605760499835,0.0009642561781220138,0.04051029682159424,0.0011286430526524782,0.000865338952280581,0.0,0.0,1.453323150713004e-08
R01,01,33,1b0cf3ffb129c6f680b78d09aebeaabd4ba443115b02316fc20c683c7f164cfc,0.004400856792926788,0.0011226247297599912,0.0007697939872741699,0.004116669297218323,0.001030659768730402,0.0006524324417114258,0.0,0.0,0.0,0.0891120582818985,0.0012394030345603824,0.0011361159849911928,0.15057195723056793,0.0011558010010048747,0.0010540549410507083,0.0,0.0,1.066996713205981e-08
R01,01,39,8f296e203d6b81e79bcd0538db1a8d7ecacac5a3ddac8c604440cbeb55a3a3bd,0.0046194978058338165,0.001220885431393981,0.0008794665336608887,0.0041612982749938965,0.0010614943457767367,0.0007009506225585938,0.0,0.0,0.0,0.18854272365570068,0.0012721254024654627,0.0014480924000963569,0.10425594449043274,0.001138178980909288,0.0009289615554735065,0.0,0.0,1.453323150713004e-08
R01,01,46,cef7c7d33f2655b2213dd1b108cc0b13aafc93a2cb6348478b468afa5f92670c,0.004158244468271732,0.0010977183701470494,0.0007492303848266602,0.0048455726355314255,0.001048406702466309,0.0006876587867736816,0.0,0.0,0.0,0.05490192025899887,0.0012023623567074537,0.0010036112507805228,0.06242810934782028,0.001120409811846912,0.0008447685395367444,0.0,0.0,1.1221862550314654e-08
R01,01,53,97beebf05d3b5924059cf409d44ce009b01335bedfb44b9f4971c21a51d0733f,0.005375971086323261,0.0011660999152809381,0.0008254051208496094,0.004638015292584896,0.0011641883756965399,0.0008311867713928223,0.0,0.0,0.0,0.02625337243080139,0.0011803339002653956,0.0009312569163739681,0.014356305822730064,0.0011144834570586681,0.0007959216018207371,0.0,0.0,1.4165301820412424e-08
R01,01,59,e9a8881b1cfc03e8231875140e3b5a4a2a892abac27443326a3f142b17560194,0.004790391772985458,0.0011769296834245324,0.0008246898651123047,0.004115372896194458,0.0011382696684449911,0.0007988214492797852,0.0,0.0,0.0,0.024336129426956177,0.0011855113552883267,0.000936754688154906,0.01592385768890381,0.001124020665884018,0.0008283262723125517,0.0,0.0,1.3061511872081155e-08
R01,01,66,2236a42a5a9c114760c58c052447e8d422ef502183b2a0bb50e5b2acf044823c,0.004601320251822472,0.0011848942376673222,0.0008459091186523438,0.0041026584804058075,0.0011035463539883494,0.0007371902465820312,0.0,0.0,0.0,0.06518398225307465,0.0011824009707197547,0.0011173581006005406,0.036845795810222626,0.0011172842932865024,0.0008299991022795439,0.0,0.0,1.1405827393673462e-08
R01,01,73,6090953ade3e8646ddbd0d399b42c64c5affb8106f4a6b9a97e4b362070b6e8c,0.005123011767864227,0.0011218650033697486,0.0007975101470947266,0.004977889358997345,0.0010941311484202743,0.0007259845733642578,0.0,0.0,0.0,0.027584463357925415,0.0012020078720524907,0.0009735109051689506,0.021780863404273987,0.0011631824309006333,0.0008965798770077527,0.0,0.0,1.0302037445342194e-08
R01,01,79,149feb1062af7a1773b6d9b19bcadf94d0521d60335b917e79a44cd378c5875b,0.004632957279682159,0.0011182501912117004,0.0007938146591186523,0.004137489944696426,0.0010349092772230506,0.0006680488586425781,0.0,0.0,0.0,0.017524737864732742,0.0011892430484294891,0.0009554973803460598,0.019715718924999237,0.0011316422605887055,0.0008625128539279103,0.0,0.0,1.2141686767108695e-08
R01,01,86,6ac883c2bddd572e7f2c166aab33aeb2110b7a651ed9121f1f8c38ac26191d38,0.004398913588374853,0.0011167197953909636,0.0007547140121459961,0.003857940435409546,0.0010121744126081467,0.0006284117698669434,0.0,0.0,0.0,0.2516089379787445,0.0012666966067627072,0.002522821072489023,0.027439609169960022,0.0011093068169429898,0.0008116445387713611,0.0,0.0,1.1405827393673462e-08
R01,01,93,09f32e0529b622a9fc8712a1dd615cac7b4806c560b1316fefec217e1c1f4540,0.004879379644989967,0.001159919542260468,0.0008261799812316895,0.00446070171892643,0.0010923495283350348,0.0007421970367431641,0.0,0.0,0.0,0.19469083845615387,0.0012074121041223407,0.0014765956439077854,0.17290842533111572,0.0011224189074710011,0.0012536282883957028,0.0,0.0,1.0486002288701002e-08
R01,01,99,5f822fddfc477d6c4166b49a21ed85b1f41fe097737b0c0de95110e3394844d1,0.004299059510231018,0.0011025246931239963,0.000736236572265625,0.004120955243706703,0.0010482395300641656,0.0006659030914306641,0.0,0.0,0.0,0.0215410478413105,0.0011865176493301988,0.0009202199289575219,0.029705211520195007,0.0011035095667466521,0.0007802775944583118,0.0,0.0,1.066996713205981e-08
R01,01,106,927700af8ea69785f698bb72e0a45072806e2cddd9d0a5176dbe73b3973187c7,0.005100227892398834,0.0011272438568994403,0.0008041262626647949,0.0047742766328155994,0.0010915132006630301,0.0007450580596923828,0.0,0.0,0.0,0.024617135524749756,0.0011409688740968704,0.0008430138695985079,0.02115955948829651,0.0011100516421720386,0.0008206600905396044,0.0,0.0,8.462388123575693e-09
R01,01,112,bb29bd8de7249e869cf71ba996385d3cc5bb06306a6433e76635b5a5eafe9861,0.005121038295328617,0.0011780215427279472,0.0008208751678466797,0.004823707044124603,0.001092973630875349,0.0007163882255554199,0.0,0.0,0.0,0.19166326522827148,0.001177608733996749,0.0013339635916054249,0.07603169977664948,0.0011044571874663234,0.0008633675752207637,0.0,0.0,1.1405827393673462e-08
R01,01,119,3ffa25c636cd3f96af116ae8fdc45abebfa2c643e2b03751e2890481f5e8c391,0.004828795790672302,0.0011603216407820582,0.0008363127708435059,0.004296420142054558,0.0010531701846048236,0.0006903409957885742,0.0,0.0,0.0,0.19214236736297607,0.001259088865481317,0.0018554178532212973,0.1632452756166458,0.0011534327641129494,0.001308037550188601,0.0,0.0,1.2325651610467503e-08
