video,start,end,frames,mean_appearance,mean_temporal
04,304,304,1,1.4060864494936205,0.6187079858974786
05,315,315,1,1.1503848380938786,0.6026211172074724
06,320,325,6,0.9924677744298745,0.9030997692060548
07,334,335,2,0.4910072334700797,1.2736790814027124
08,566,570,5,0.4445682246533883,1.1748926777835782
09,291,297,7,0.4339879077721651,1.4466855863611021
09,426,431,6,1.3551949134565877,0.716913057190121
09,690,694,5,0.4385934530678517,1.2079805101321461
