scene,video,frame,input_bf16_sha256,fp32_cls_max_abs,fp32_cls_mean_abs,fp32_cls_cosine_mean,bf16_eager_cls_max_abs,bf16_eager_cls_mean_abs,bf16_eager_cls_cosine_mean,same_eager_cls_max_abs,same_eager_cls_mean_abs,same_eager_cls_cosine_mean,fp32_patch12_max_abs,fp32_patch12_mean_abs,fp32_patch12_cosine_mean,bf16_eager_patch12_max_abs,bf16_eager_patch12_mean_abs,bf16_eager_patch12_cosine_mean,same_eager_patch12_max_abs,same_eager_patch12_mean_abs,same_eager_patch12_cosine_mean
R01,01,0,f1e792111f1802b3ca869d55ad33c2b169dd4663baba4de8139325acfb92439e,0.05741310119628906,0.015390745364129543,0.1424049735069275,0.05697612091898918,0.015386481769382954,0.1416962742805481,0.002109672874212265,0.00045138943823985755,0.0001327991485595703,0.2741019129753113,0.013512241654098034,0.11451250314712524,0.2032991200685501,0.0134839853271842,0.11398958414793015,0.053617410361766815,0.0004659310507122427,0.00018244098464492708
R01,01,6,7d0ff0efc65197d9928bf40f304552aa24675a8d105aef8bd5eb6a7f81ec5dc1,0.05912704020738602,0.01597484014928341,0.15032267570495605,0.06035913527011871,0.015963882207870483,0.14947259426116943,0.0016506463289260864,0.00044886788236908615,0.00012183189392089844,0.3255971670150757,0.014029167592525482,0.12445421516895294,0.3423652648925781,0.014010876417160034,0.12425538152456284,0.04157000035047531,0.0005044659483246505,0.000183068128535524
R01,01,13,3c94e295229a408cb2987e83972ca881d37fdb8805654edef87c0f1ce36ba712,0.060491859912872314,0.016494257375597954,0.16051197052001953,0.06102810800075531,0.016490567475557327,0.16034984588623047,0.003819495439529419,0.00046606536488980055,0.00013649463653564453,0.18434301018714905,0.014077846892178059,0.12448301166296005,0.17006544768810272,0.014056315645575523,0.12385906279087067,0.009909316897392273,0.0004948358400724828,0.000165953126270324
R01,01,19,9dc04669c52a21ec101231073ffb97e436802664f4beeed9d6dcf98f2565cd18,0.06319228559732437,0.01575246825814247,0.14732980728149414,0.06410440057516098,0.015773767605423927,0.14762187004089355,0.0021056607365608215,0.0004469224950298667,0.0001227259635925293,0.1645306497812271,0.013842448592185974,0.12064142525196075,0.1649966984987259,0.013825279660522938,0.12037752568721771,0.015011325478553772,0.0004927166155539453,0.0001616503723198548
R01,01,26,e96738dea924e16c6f359a0833ff06b8933938eb53035f87b14aef551f81a427,0.06813373416662216,0.0164028350263834,0.15965145826339722,0.06942335516214371,0.016417687758803368,0.15998339653015137,0.0023908987641334534,0.000549669552128762,0.00018465518951416016,0.26091468334198,0.014324191957712173,0.12986071407794952,0.25980815291404724,0.014321519061923027,0.1298219859600067,0.011898644268512726,0.0005129870260134339,0.00016853158012963831
R01,01,33,1b0cf3ffb129c6f680b78d09aebeaabd4ba443115b02316fc20c683c7f164cfc,0.06563641130924225,0.016272608190774918,0.15725165605545044,0.06609261780977249,0.01625019870698452,0.15692675113677979,0.0020940471440553665,0.0004718958225566894,0.0001418590545654297,0.26167064905166626,0.014027442783117294,0.12476273626089096,0.2810380458831787,0.014021269977092743,0.12472619861364365,0.13104301691055298,0.0005651070387102664,0.0012093887198716402
R01,01,39,8f296e203d6b81e79bcd0538db1a8d7ecacac5a3ddac8c604440cbeb55a3a3bd,0.06744502484798431,0.016300981864333153,0.158846914768219,0.06783963739871979,0.016271725296974182,0.158194899559021,0.002078097313642502,0.00046497044968418777,0.0001341700553894043,0.2349490523338318,0.013949528336524963,0.12237206101417542,0.2962833344936371,0.013924499042332172,0.12214767932891846,0.012607231736183167,0.0005238053854554892,0.00018048782658297569
R01,01,46,cef7c7d33f2655b2213dd1b108cc0b13aafc93a2cb6348478b468afa5f92670c,0.06233840808272362,0.016352973878383636,0.15942853689193726,0.06193101778626442,0.016287118196487427,0.15801042318344116,0.0019066724926233292,0.0004988711443729699,0.00014591217041015625,0.14917819201946259,0.014151173643767834,0.1255204677581787,0.156704381108284,0.014114465564489365,0.12479672580957413,0.014141574501991272,0.0005096975364722311,0.00016929098637774587
R01,01,53,97beebf05d3b5924059cf409d44ce009b01335bedfb44b9f4971c21a51d0733f,0.07013507187366486,0.016478685662150383,0.1622205376625061,0.07119906693696976,0.016438262537121773,0.16165387630462646,0.0026941299438476562,0.0005223695188760757,0.00016927719116210938,0.3491929769515991,0.014053061604499817,0.12602105736732483,0.3509736657142639,0.014026709832251072,0.1254502236843109,0.033358022570610046,0.0004919752827845514,0.0001734233956085518
R01,01,59,e9a8881b1cfc03e8231875140e3b5a4a2a892abac27443326a3f142b17560194,0.07435557246208191,0.016577795147895813,0.16375118494033813,0.07473170757293701,0.016561586409807205,0.16341185569763184,0.002634149044752121,0.0005494238575920463,0.00017851591110229492,0.15405507385730743,0.013957565650343895,0.12231273204088211,0.15322689712047577,0.013943367637693882,0.12201990932226181,0.009338977746665478,0.0005260331672616303,0.00018127833027392626
