mode,repeat,frame,processing_ms,read_decode_ms,queue_ms,end_to_end_ms,elapsed_s,score,alarm_active,valid_score
capacity,0,60,4.245441174134612,0.3089611418545246,0.00014086253941059113,4.245582036674023,0.2627817359752953,1.378959979558938,True,True
capacity,0,61,4.2362939566373825,0.31266803853213787,0.00010989606380462646,4.236403852701187,0.2670401318464428,1.3307557444454994,True,True
capacity,0,62,4.24771592952311,0.3143320791423321,0.00014994293451309204,4.2478658724576235,0.2713151688221842,1.3525200160130406,True,True
capacity,0,63,4.87703992985189,0.3146620001643896,0.00013993121683597565,4.877179861068726,0.27621447085402906,1.3669245524357683,True,True
capacity,0,64,4.246023017913103,0.3087511286139488,0.00013993121683597565,4.246162949129939,0.2804828458465636,1.3556983172293113,True,True
capacity,0,65,4.235733998939395,0.3147530369460583,0.00013993121683597565,4.235873930156231,0.28474135184660554,1.3714741084605577,True,True
capacity,0,66,4.532692022621632,0.3093820996582508,0.00010989606380462646,4.532801918685436,0.28929637582041323,1.3994918541380887,True,True
capacity,0,67,4.292650148272514,0.3122480120509863,0.00011990778148174286,4.292770056053996,0.2936125199776143,1.3881147159399718,True,True
capacity,0,68,4.226495046168566,0.3076589200645685,0.00013015232980251312,4.226625198498368,0.2978620689827949,1.4277706861180837,True,True
capacity,0,69,4.256342072039843,0.316886929795146,0.00010989606380462646,4.256451968103647,0.30214052298106253,1.366894703543004,True,True
capacity,0,70,4.5425009448081255,0.3057250287383795,0.00013993121683597565,4.5426408760249615,0.3067053658887744,1.3874331180620552,True,True
capacity,0,71,4.283593036234379,0.3134901635348797,0.00013993121683597565,4.283732967451215,0.3110114608425647,1.3947413327132068,True,True
capacity,0,72,4.240271868184209,0.31408085487782955,0.00012014061212539673,4.240392008796334,0.3152738348580897,1.4408762780929314,True,True
capacity,0,73,4.232177045196295,0.3126789815723896,0.00012991949915885925,4.232306964695454,0.3195281829684973,1.4129439313281693,True,True
capacity,0,74,4.8793049063533545,0.30696787871420383,0.00013993121683597565,4.87944483757019,0.32442956883460283,1.4253528941078246,True,True
capacity,0,75,4.2472349014133215,0.31380984000861645,0.0001310836523771286,4.247365985065699,0.3286991058848798,1.4135321146481281,True,True
capacity,0,76,4.968662979081273,0.3094831481575966,0.00013993121683597565,4.968802910298109,0.3336907618213445,1.6428693506606113,True,True
capacity,0,77,4.285006085410714,0.32505206763744354,0.00011990778148174286,4.285125993192196,0.337999481940642,1.6493033160738135,True,True
capacity,0,78,4.629994975402951,0.3232581075280905,0.00010989606380462646,4.630104871466756,0.3426522098015994,1.6162384846334878,True,True
capacity,0,79,4.2527648620307446,0.31473184935748577,0.00013015232980251312,4.252895014360547,0.3469271268695593,1.536272354068933,True,True
capacity,0,80,4.246082156896591,0.31264801509678364,0.00011990778148174286,4.246202064678073,0.3511955509893596,1.5952907483210061,True,True
capacity,0,81,4.231686005368829,0.3136398736387491,0.00012107193470001221,4.231807077303529,0.35544962994754314,1.5477896579276702,True,True
capacity,0,82,4.429508000612259,0.3096829168498516,0.00014016404747962952,4.4296481646597385,0.3599017399828881,1.623587192126451,True,True
capacity,0,83,4.238388035446405,0.3172170836478472,0.00013993121683597565,4.238527966663241,0.3641625898890197,1.6628785892608489,True,True
capacity,0,84,4.211626946926117,0.30747801065444946,0.00011106021702289581,4.21173800714314,0.36839620885439217,1.5906516202252174,True,True
capacity,0,85,4.528213990852237,0.3127390518784523,0.00012014061212539673,4.528334131464362,0.37294685491360724,1.588823698627273,True,True
capacity,0,86,4.289243835955858,0.31473184935748577,0.00012107193470001221,4.289364907890558,0.3772581508383155,1.5408813388858267,True,True
capacity,0,87,4.244919866323471,0.3133199643343687,0.00013993121683597565,4.245059797540307,0.38152552279643714,1.5066581862195678,True,True
capacity,0,88,4.237968008965254,0.3102240152657032,0.00014016404747962952,4.2381081730127335,0.38578579295426607,1.5042605695425983,True,True
capacity,0,89,4.959085024893284,0.31178700737655163,0.00014994293451309204,4.959234967827797,0.3907675198279321,1.5039758928055866,True,True
capacity,0,90,4.243146860972047,0.311064999550581,0.0001511070877313614,4.243297968059778,0.39503339980728924,1.4960440482537822,True,True
capacity,0,91,4.241914954036474,0.3193409647792578,0.00013015232980251312,4.242045106366277,0.3992978068999946,1.4555992003197595,True,True
capacity,0,92,4.229019861668348,0.3085709176957607,0.0001310836523771286,4.229150945320725,0.40354903880506754,1.4548659569140687,True,True
capacity,0,93,4.958203062415123,0.3134799189865589,0.00013993121683597565,4.958342993631959,0.4085305859334767,1.4271679326760243,True,True
capacity,0,94,4.242436029016972,0.31083496287465096,0.00014016404747962952,4.242576193064451,0.41279542399570346,1.4171789094092522,True,True
capacity,0,95,4.23382013104856,0.31928112730383873,0.00012991949915885925,4.233950050547719,0.4170512049458921,1.4132980335387617,True,True
capacity,0,96,4.254338098689914,0.32521202228963375,0.0001310836523771286,4.254469182342291,0.42132768500596285,1.354454416425413,True,True
capacity,0,97,4.306446062400937,0.32171490602195263,0.0001310836523771286,4.306577146053314,0.42565642297267914,1.3638734698851123,True,True
capacity,0,98,4.237005952745676,0.3084610216319561,0.00012014061212539673,4.237126093357801,0.42991577088832855,1.401055633665975,True,True
capacity,0,99,4.234631080180407,0.32015307806432247,0.00014994293451309204,4.23478102311492,0.43417264288291335,1.3946136549317363,True,True
capacity,0,100,4.592954879626632,0.3101229667663574,0.00011106021702289581,4.593065939843655,0.43878740980289876,1.3574134783667258,True,True
capacity,0,101,4.305604146793485,0.3160040359944105,0.00013085082173347473,4.305734997615218,0.44311568699777126,1.38715078348363,True,True
capacity,0,102,4.234751919284463,0.31132600270211697,0.00011012889444828033,4.234862048178911,0.447378110839054,1.3989935926094872,True,True
capacity,0,103,4.224681993946433,0.31499192118644714,0.00011106021702289581,4.224793054163456,0.4516248949803412,1.39727343384357,True,True
capacity,0,104,4.546076990664005,0.3082701005041599,0.00014086253941059113,4.546217853203416,0.4561932038050145,1.4201746884002906,True,True
capacity,0,105,4.287600051611662,0.3164350055158138,0.000141095370054245,4.287741146981716,0.4605035469867289,1.3688095541109606,True,True
capacity,0,106,4.241143818944693,0.31188689172267914,0.00014016404747962952,4.241283982992172,0.4647675137966871,1.3702134256199188,True,True
capacity,0,107,4.278132924810052,0.3153430297970772,0.00012014061212539673,4.278253065422177,0.4690681388601661,1.3410046966898252,True,True
capacity,0,108,4.878863925114274,0.32435101456940174,0.00013015232980251312,4.8789940774440765,0.4739696749020368,1.3336281795082712,True,True
capacity,0,109,4.264927934855223,0.32008299604058266,0.00012991949915885925,4.265057854354382,0.4782578768208623,1.357536762286449,True,True
capacity,0,110,4.239550093188882,0.3123881760984659,0.00013993121683597565,4.239690024405718,0.48252022988162935,1.3420640193072009,True,True
capacity,0,111,4.229711834341288,0.3168359398841858,0.00013015232980251312,4.22984198667109,0.4867724748328328,1.334276470706824,True,True
capacity,0,112,4.71432413905859,0.310664065182209,0.00012083910405635834,4.714444978162646,0.4915091609582305,1.3219566894744224,True,True
capacity,0,113,4.2488479521125555,0.317256897687912,0.00012014061212539673,4.248968092724681,0.4957805508747697,1.3591753152763413,True,True
capacity,0,114,4.230864113196731,0.3112661652266979,0.00012991949915885925,4.2309940326958895,0.5000343678984791,1.3317545430964746,True,True
capacity,0,115,4.259797977283597,0.3207428380846977,0.000141095370054245,4.259939072653651,0.5043166489340365,1.3257006871626122,True,True
capacity,0,116,4.958764184266329,0.311046140268445,0.00012991949915885925,4.958894103765488,0.509297874988988,1.3871901982616988,True,True
capacity,0,117,4.275297978892922,0.31516305170953274,0.00011990778148174286,4.275417886674404,0.5135954848956317,1.3769756152672077,True,True
capacity,0,118,4.461067961528897,0.37767086178064346,0.00013993121683597565,4.461207892745733,0.5180903458967805,1.4305098995951993,True,True
capacity,0,119,4.590010037645698,0.3249221481382847,0.00010989606380462646,4.590119933709502,0.5227071358822286,1.3913243783041092,True,True
capacity,0,120,4.341853084042668,0.32105413265526295,0.00012991949915885925,4.341983003541827,0.5270785349421203,1.3713821689163006,True,True
capacity,0,121,4.274827195331454,0.32885908149182796,0.00011990778148174286,4.274947103112936,0.5313802619930357,1.4109106767500452,True,True
capacity,0,122,4.243528004735708,0.3108649980276823,0.00011990778148174286,4.24364791251719,0.5356489568948746,1.3380687876332522,True,True
capacity,0,123,4.868925083428621,0.315043143928051,0.00012991949915885925,4.86905500292778,0.5405424279160798,1.3719237046384,True,True
capacity,0,124,4.876418970525265,0.3288090229034424,0.0001310836523771286,4.876550054177642,0.5454444559291005,1.3245256839835429,True,True
capacity,0,125,4.49216621927917,0.3954041749238968,0.00033085234463214874,4.492497071623802,0.5499776490032673,1.2850337620406123,True,True
capacity,0,126,4.324410110712051,0.3331571351736784,0.00014086253941059113,4.324550973251462,0.5543338989373296,1.3121389168008672,True,True
capacity,0,127,4.615578101947904,0.32704509794712067,0.00011106021702289581,4.6156891621649265,0.5589792029932141,1.363412911247786,True,True
capacity,0,128,4.374965094029903,0.33125304616987705,0.00013085082173347473,4.375095944851637,0.5633870898745954,1.4215556309258481,True,True
capacity,0,129,5.05623803474009,0.32597407698631287,0.00012991949915885925,5.056367954239249,0.5684752878732979,1.3361055600126075,True,True
capacity,0,130,4.95349382981658,0.41472003795206547,0.00020116567611694336,4.953694995492697,0.573468045797199,1.3256222006099365,True,True
capacity,0,131,4.577405983582139,0.35079987719655037,0.00013015232980251312,4.5775361359119415,0.5780821109656245,1.3768450369125973,True,True
capacity,0,132,4.758397117257118,0.3417839761823416,0.00012991949915885925,4.758527036756277,0.5828752429224551,1.351965396766563,True,True
capacity,0,133,4.415211034938693,0.3815479576587677,0.00011990778148174286,4.415330942720175,0.5873237669002265,1.3455837739778589,True,True
capacity,0,134,4.940338898450136,0.3326060250401497,0.000141095370054245,4.94047999382019,0.5922952448017895,1.3363354725080017,True,True
capacity,0,135,4.349076887592673,0.3275270573794842,0.00013015232980251312,4.349207039922476,0.5966793678235263,1.353611586123769,True,True
capacity,0,136,4.312768112868071,0.31835888512432575,0.00013993121683597565,4.312908044084907,0.6010246470104903,1.3703652911764803,True,True
capacity,0,137,4.30976296775043,0.3299310337752104,0.00013993121683597565,4.309902898967266,0.6053637848235667,1.377752995659834,True,True
capacity,0,138,4.428545944392681,0.34333602525293827,0.00011990778148174286,4.428665852174163,0.6098234187811613,1.3547991837331002,True,True
capacity,0,139,4.290617071092129,0.32306904904544353,0.00011990778148174286,4.2907369788736105,0.6141432209406048,1.3575914522686396,True,True
capacity,0,140,4.2439179960638285,0.31229713931679726,0.00013085082173347473,4.244048846885562,0.6184140997938812,1.3522604029876657,True,True
capacity,0,141,4.56390087492764,0.3198420163244009,0.00014016404747962952,4.56404103897512,0.6230052318423986,1.4051910363710043,True,True
capacity,0,142,4.333998076617718,0.32905000261962414,0.00012991949915885925,4.334127996116877,0.6273669418878853,1.4262108080666878,True,True
capacity,0,143,4.299152176827192,0.3374351654201746,0.00014994293451309204,4.299302119761705,0.6316913620103151,1.402518091003037,True,True
capacity,0,144,4.253376042470336,0.3121171612292528,0.00015087425708770752,4.253526916727424,0.6359703568741679,1.3673200697026127,True,True
capacity,0,145,4.97405300848186,0.32200594432651997,0.00014016404747962952,4.97419317252934,0.6409682149533182,1.4000492368560769,True,True
capacity,0,146,4.280326887965202,0.31890999525785446,0.000141095370054245,4.280467983335257,0.6452723369002342,1.404724995596613,True,True
capacity,0,147,4.257312975823879,0.3189498092979193,0.00019115395843982697,4.257504129782319,0.6495606079697609,1.4425417624219536,True,True
capacity,0,148,4.244239069521427,0.31110597774386406,0.00012991949915885925,4.244368989020586,0.6538285019341856,1.4101396454052646,True,True
capacity,0,149,4.896907834336162,0.3241498488932848,0.00013015232980251312,4.897037986665964,0.6587496458087116,1.4264583524878132,True,True
capacity,0,150,4.242585971951485,0.31316978856921196,0.0001501757651567459,4.242736147716641,0.6630163469817489,1.4154844602868342,True,True
capacity,0,151,4.249620018526912,0.3207039553672075,0.00012991949915885925,4.249749938026071,0.6672884789295495,1.4295673669907083,True,True
capacity,0,152,4.253586987033486,0.3110659308731556,0.00011990778148174286,4.253706894814968,0.6715645878575742,1.4280856113126539,True,True
capacity,0,153,4.368833964690566,0.3232080489397049,0.00012083910405635834,4.368954803794622,0.6759557737968862,1.3705150134365238,True,True
capacity,0,154,4.24856785684824,0.31531392596662045,0.00012991949915885925,4.248697776347399,0.6802270237822086,1.3827961150919241,True,True
capacity,0,155,4.233578918501735,0.31513278372585773,0.000141095370054245,4.233720013871789,0.68448296491988,1.3697710154331706,True,True
capacity,0,156,4.2293809819966555,0.30902097932994366,0.00011990778148174286,4.229500889778137,0.6887347178999335,1.3742941673280178,True,True
capacity,0,157,4.424568964168429,0.32204692251980305,0.00013993121683597565,4.424708895385265,0.6931818888988346,1.3624407711678816,True,True
capacity,0,158,4.230003105476499,0.3087511286139488,0.00012991949915885925,4.2301330249756575,0.6974343839101493,1.3727341146061667,True,True
capacity,0,159,4.2412730399519205,0.3146519884467125,0.0001310836523771286,4.241404123604298,0.7016982899513096,1.3838447703015226,True,True
capacity,0,160,4.537039902061224,0.30859094113111496,0.00012014061212539673,4.537160042673349,0.7062576818279922,1.3672689902059696,True,True
capacity,0,161,4.289604956284165,0.31467294320464134,0.00014016404747962952,4.289745120331645,0.7105700699612498,1.373981263546208,True,True
capacity,0,162,4.242274910211563,0.3122671041637659,0.00016111880540847778,4.242436029016972,0.7148346668109298,1.394266144439458,True,True
capacity,0,163,4.252555081620812,0.32127508893609047,0.00011990778148174286,4.252674989402294,0.7191096439491957,1.382999713548227,True,True
capacity,0,164,4.537119995802641,0.3113560378551483,0.00012107193470001221,4.537241067737341,0.7236744968686253,1.3534702311739772,True,True
capacity,0,165,4.286519018933177,0.31373114325106144,0.00014994293451309204,4.28666896186769,0.7279835278168321,1.318824122339911,True,True
capacity,0,166,4.2494190856814384,0.3144522197544575,0.00012991949915885925,4.249549005180597,0.7322562108747661,1.3105049689817547,True,True
capacity,0,167,4.220635164529085,0.3135101869702339,0.00010989606380462646,4.22074506059289,0.7364993679802865,1.3439793127021065,True,True
capacity,0,168,4.717048956081271,0.31009409576654434,0.00012991949915885925,4.71717887558043,0.741238878807053,1.3482857529914487,True,True
capacity,0,169,4.247976001352072,0.315273879095912,0.00014016404747962952,4.248116165399551,0.7455096580088139,1.362359507168213,True,True
capacity,0,170,4.2245518416166306,0.31232787296175957,0.00013015232980251312,4.224681993946433,0.7497565818484873,1.3663770318451571,True,True
capacity,0,171,4.296096973121166,0.3149330150336027,0.00012991949915885925,4.296226892620325,0.7540748207829893,1.3986024535030244,True,True
capacity,0,172,5.10966801084578,0.3859258722513914,0.00017113052308559418,5.109839141368866,0.7592104179784656,1.3432441848184862,True,True
capacity,0,173,4.229773068800569,0.31664595007896423,0.00014994293451309204,4.229923011735082,0.7634633439593017,1.3350765974316547,True,True
capacity,0,174,4.2386280838400126,0.3112561535090208,0.00012991949915885925,4.238758003339171,0.7677244539372623,1.4188854696024393,True,True
capacity,0,175,4.609847208485007,0.31549413688480854,0.00012991949915885925,4.609977127984166,0.772356353001669,1.3786321877948835,True,True
capacity,0,176,4.28151898086071,0.31203683465719223,0.00012107193470001221,4.28164005279541,0.776660474948585,1.3232083507907928,True,True
capacity,0,177,4.247935954481363,0.3138610627502203,0.00010989606380462646,4.248045850545168,0.7809307128190994,1.3296412844227028,True,True
capacity,0,178,4.239350091665983,0.31597400084137917,0.00014086253941059113,4.239490954205394,0.7851922849658877,1.358823622246632,True,True
capacity,0,179,4.552460042759776,0.3150331322103739,0.00014994293451309204,4.552609985694289,0.7897672168910503,1.356071304032526,True,True
capacity,0,180,4.343356005847454,0.3348700702190399,0.00016996636986732483,4.343525972217321,0.7941357798408717,1.3225720531934515,True,True
capacity,0,181,4.260489949956536,0.3146529197692871,0.00012991949915885925,4.260619869455695,0.798419572878629,1.3305643949725139,True,True
capacity,0,182,4.235472064465284,0.3099029418081045,0.000141095370054245,4.235613159835339,0.8026776979677379,1.3469382813914859,True,True
capacity,0,183,4.863605834543705,0.31600496731698513,0.00012014061212539673,4.86372597515583,0.8075636657886207,1.3474567972436995,True,True
capacity,0,184,4.251392092555761,0.30960189178586006,0.0001310836523771286,4.2515231762081385,0.8118373299948871,1.3029625070823245,True,True
capacity,0,185,4.243016941472888,0.32105506397783756,0.00011012889444828033,4.243127070367336,0.8161026688758284,1.3053176955608203,True,True
capacity,0,186,4.222207935526967,0.3131600096821785,0.0001501757651567459,4.222358111292124,0.8203473489265889,1.2971836859628352,True,True
capacity,0,187,4.803702002391219,0.3139111213386059,0.00011990778148174286,4.803821910172701,0.8251733328215778,1.3109766254175708,True,True
capacity,0,188,4.223430994898081,0.3088118974119425,0.00011012889444828033,4.223541123792529,0.829418774927035,1.278014404495821,True,True
capacity,0,189,4.250430967658758,0.31285895965993404,0.00014016404747962952,4.250571131706238,0.8336918079294264,1.287328976242909,True,True
capacity,0,190,4.224392119795084,0.30735903419554234,0.00011990778148174286,4.224512027576566,0.8379386519081891,1.2695103780555057,True,True
capacity,0,191,4.687312990427017,0.330040929839015,0.00012991949915885925,4.687442909926176,0.8426483368966728,1.293727398428296,True,True
capacity,0,192,4.227998200803995,0.3108351957052946,0.00013085082173347473,4.228129051625729,0.846898877993226,1.309967131772018,True,True
capacity,0,193,4.245402058586478,0.3187800757586956,0.00012991949915885925,4.245531978085637,0.8511665519326925,1.3301177563713427,True,True
capacity,0,194,4.23499196767807,0.30814995989203453,0.00013993121683597565,4.235131898894906,0.8554240257944912,1.3156048134048306,True,True
capacity,0,195,4.3355708476156,0.3150328993797302,0.00013015232980251312,4.335700999945402,0.8597821188159287,1.3189823336378936,True,True
capacity,0,196,4.220794886350632,0.3086109645664692,0.00011990778148174286,4.2209147941321135,0.8640253758057952,1.2983867143869297,True,True
capacity,0,197,4.252474056556821,0.31910999678075314,0.00013085082173347473,4.252604907378554,0.868300462840125,1.2604432060113364,True,True
capacity,0,198,4.521501949056983,0.3105748910456896,0.00012991949915885925,4.521631868556142,0.8728442068677396,1.3186093393374319,True,True
capacity,0,199,4.293111152946949,0.3193709999322891,0.00014994293451309204,4.293261095881462,0.877160059986636,1.3351069624438061,True,True
capacity,0,200,4.237405955791473,0.30950200743973255,0.00012107193470001221,4.237527027726173,0.8814198789186776,1.260891990155143,True,True
capacity,0,201,4.237927030771971,0.31358981505036354,0.00013015232980251312,4.238057183101773,0.8856808790005744,1.3077681436029682,True,True
capacity,0,202,4.541459027677774,0.30964286997914314,0.00012014061212539673,4.5415791682899,0.8902446900028735,1.2916617191801296,True,True
capacity,0,203,4.30344115011394,0.3131791017949581,0.00013085082173347473,4.303572000935674,0.8945708340033889,1.280383243117367,True,True
capacity,0,204,4.239680012688041,0.31007383950054646,0.00012014061212539673,4.239800153300166,0.8988330359570682,1.316682382570388,True,True
capacity,0,205,4.2289800476282835,0.31954096630215645,0.00012014061212539673,4.229100188240409,0.9030839779879898,1.3170668806863572,True,True
capacity,0,206,4.819732857868075,0.3158350009471178,0.00011012889444828033,4.819842986762524,0.90792610286735,1.3461179396744922,True,True
capacity,0,207,4.256872925907373,0.3206338733434677,0.00013015232980251312,4.257003078237176,0.9122051568701863,1.341271449870598,True,True
capacity,0,208,4.243568051606417,0.31058420427143574,0.00016088597476482391,4.2437289375811815,0.916471297852695,1.3369971733839578,True,True
capacity,0,209,4.2372760362923145,0.31500309705734253,0.00014994293451309204,4.237425979226828,0.9207311058416963,1.3285790872124352,True,True
capacity,0,210,4.9272950273007154,0.31020399183034897,0.0001501757651567459,4.927445203065872,0.9256811439990997,1.2849782730481634,True,True
capacity,0,211,4.242956871166825,0.3135909792035818,0.00015995465219020844,4.2431168258190155,0.9299466328229755,1.3125281517820457,True,True
capacity,0,212,4.251471953466535,0.31637493520975113,0.00012107193470001221,4.251593025401235,0.9342202269472182,1.310458818380718,True,True
capacity,0,213,4.268163815140724,0.3150228876620531,0.0001310836523771286,4.268294898793101,0.9385108537971973,1.3362710969768545,True,True
capacity,0,214,4.619324812665582,0.3096829168498516,0.0001310836523771286,4.619455896317959,0.9431527617853135,1.2928233306552903,True,True
capacity,0,215,4.243947798386216,0.31232787296175957,0.00012107193470001221,4.244068870320916,0.9474195328075439,1.323322631773295,True,True
capacity,0,216,4.249518970027566,0.308820977807045,0.00012014061212539673,4.249639110639691,0.9516917848959565,1.3559644846948586,True,True
capacity,0,217,4.560224013403058,0.31328992918133736,0.00011990778148174286,4.56034392118454,0.9562745708972216,1.382159870083915,True,True
