video,start,end,frames,mean_appearance,mean_temporal
01,391,399,9,1.118414214934988,0.58811217045881
08,586,590,5,0.8708666673439464,0.7651477767216683
11,407,412,6,0.995593600707711,0.6446601841750472
17,490,492,3,0.7734959509366902,0.8079792723190727
17,553,565,13,0.8088489532407013,1.2002976361618052
