video,start,end,cold_start,detected,delay_frames,alarm_preexisting_at_onset
01,43,183,False,True,0,True
02,46,172,False,True,0,True
03,65,259,False,True,0,True
04,54,143,False,True,0,True
05,94,185,False,True,0,True
06,10,229,True,True,27,False
07,5,199,True,True,32,False
08,30,223,True,True,7,False
