repeat,scene,video,frame,input_ms,model_wall_ms,gpu_interval_ms,total_ms
0,R01,01,0,0.7955350447446108,2.3627690970897675,2.319808006286621,3.1583041418343782
0,R01,01,6,0.43218699283897877,1.7851870507001877,1.7596479654312134,2.2173740435391665
0,R01,01,13,0.4348729271441698,1.746162073686719,1.7209919691085815,2.1810350008308887
0,R01,01,19,0.43372088111937046,1.7581651918590069,1.7332799434661865,2.1918860729783773
0,R01,01,26,0.4260051064193249,1.9438269082456827,1.9236160516738892,2.3698320146650076
0,R01,01,33,0.43657515197992325,1.7495187930762768,1.676576018333435,2.1860939450562
0,R01,01,39,0.43478282168507576,1.751262228935957,1.726207971572876,2.1860450506210327
0,R01,01,46,0.4251641221344471,1.7415739130228758,1.7170560359954834,2.166738035157323
0,R01,01,53,0.4249641206115484,1.7330378759652376,1.7079039812088013,2.158001996576786
0,R01,01,59,0.4251140635460615,1.7307840753346682,1.706015944480896,2.1558981388807297
0,R01,01,66,0.42950198985636234,1.7706288490444422,1.7464959621429443,2.2001308389008045
0,R01,01,73,0.43141585774719715,1.7453611362725496,1.7201600074768066,2.176776994019747
0,R01,01,79,0.4262961447238922,1.7289798706769943,1.7039040327072144,2.1552760154008865
0,R01,01,86,0.42491406202316284,1.740841893479228,1.7159359455108643,2.165755955502391
0,R01,01,93,0.42459298856556416,1.7360339406877756,1.711359977722168,2.1606269292533398
0,R01,01,99,0.4328580107539892,1.7221381422132254,1.6964479684829712,2.1549961529672146
0,R01,01,106,0.43174694292247295,1.7308141104876995,1.7057280540466309,2.1625610534101725
0,R01,01,112,0.426335958763957,1.7471748869866133,1.722048044204712,2.1735108457505703
0,R01,01,119,0.4251031205058098,1.7441988456994295,1.7188800573349,2.1693019662052393
0,R01,01,126,0.42779906652867794,1.8765800632536411,1.8565759658813477,2.304379129782319
0,R01,01,132,0.4361241590231657,1.758266007527709,1.6872320175170898,2.1943901665508747
0,R01,01,139,0.4258258268237114,1.7304220236837864,1.7057600021362305,2.156247850507498
