video,start,end,frames,mean_appearance,mean_temporal
04,304,304,1,1.6222053616780319,0.37975542850304744
06,320,321,2,1.8500193950687833,0.3727144537872433
08,392,392,1,1.6809426202489912,0.0
09,431,431,1,1.6668207657618865,0.15678592822837512
11,318,318,1,1.5796914042110752,0.0
