video,start,end,frames,mean_appearance,mean_temporal
14,355,356,2,0.1543290329752483,1.4418990108981866
14,466,467,2,0.1527289535897648,1.4418990108981866
15,353,354,2,0.1734093980053364,1.4543732340754625
16,341,351,11,0.23757637493564837,2.4250667098650043
17,350,363,14,0.7101959408113482,2.1018910824451384
17,469,470,2,1.4274414214426028,0.12854151351930923
17,642,643,2,1.1751842764043472,0.44396115671613595
17,693,712,20,1.674764822115997,0.0006207709340935724
