video,frame,cls_cosine_distance,cls_max_abs_difference,patch12_cosine_distance,patch12_max_abs_difference
04,67,0.0,0.0,2.22597602572705e-08,0.0
04,74,0.0,0.0,2.133993426411962e-08,0.0
04,81,0.0,0.0,2.0788039734043195e-08,0.0
04,89,5.960464477539063e-08,0.0,2.2627689943988116e-08,0.0
04,96,5.960464477539063e-08,0.0,2.4835268064293814e-08,0.0
04,104,0.0,0.0,2.1155969420760812e-08,0.0
04,111,0.0,0.0,2.7778707334391584e-08,0.0
04,119,0.0,0.0,2.2075795413911692e-08,0.0
04,126,0.0,0.0,2.0604074890684387e-08,0.0
04,134,0.0,0.0,2.2443725100629308e-08,0.0
04,141,0.0,0.0,1.8948389524098275e-08,0.0
04,149,0.0,0.0,1.8948389524098275e-08,0.0
04,156,5.960464477539063e-08,0.0,2.520319952736827e-08,0.0
04,163,0.0,0.0,2.4651303220935006e-08,0.0
04,171,0.0,0.0,2.0052180360607963e-08,0.0
04,178,5.960464477539063e-08,0.0,1.8948389524098275e-08,0.0
04,186,0.0,0.0,2.2995619630705733e-08,0.0
04,193,5.960464477539063e-08,0.0,2.133993426411962e-08,0.0
04,201,0.0,0.0,2.1155969420760812e-08,0.0
04,208,0.0,0.0,1.8028565307304234e-08,0.0
04,216,0.0,0.0,2.336354931742335e-08,0.0
04,223,0.0,0.0,1.8028565307304234e-08,0.0
04,231,5.960464477539063e-08,0.0,1.7844600463945426e-08,0.0
