"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_write.sum","","n/a",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","13.20",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","2.18",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","9442",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput","%","23.26",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.02",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Duration","us","4.32",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","20.66",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","23.26",
"2","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_packed_int4_warm:none:none:none:none:none:none"" ","","triton_poi_fused___rshift____to_copy_add_bitwise_and_mul_stack_sub_unsqueeze_view_0","1","7","(128, 1, 1)","(1728, 1, 1)","0","12.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","5695.90",
