layer,M,N,K,kind,regime,repeat,us,calls_per_event
proj,1,768,768,bf16,eviction_attempt,12,8.191999979317188,1
proj,1,768,768,packed_int4,eviction_attempt,12,12.28800043463707,1
proj,1,768,768,native_int4,eviction_attempt,12,8.191999979317188,1
proj,1,768,768,fused_int4,eviction_attempt,12,18.432000651955605,1
proj,1,768,768,dequant_only,eviction_attempt,12,6.144000217318535,1
proj,1,768,768,predequant_gemm,eviction_attempt,13,10.239999741315842,1
proj,1,768,768,dequant_only,eviction_attempt,13,6.144000217318535,1
proj,1,768,768,bf16,eviction_attempt,13,8.191999979317188,1
proj,1,768,768,native_int4,eviction_attempt,13,10.239999741315842,1
proj,1,768,768,packed_int4,eviction_attempt,13,10.239999741315842,1
proj,1,768,768,fused_int4,eviction_attempt,13,18.432000651955605,1
proj,1,768,768,native_int4,eviction_attempt,14,8.191999979317188,1
proj,1,768,768,packed_int4,eviction_attempt,14,12.28800043463707,1
proj,1,768,768,dequant_only,eviction_attempt,14,6.144000217318535,1
proj,1,768,768,fused_int4,eviction_attempt,14,18.432000651955605,1
proj,1,768,768,bf16,eviction_attempt,14,8.191999979317188,1
proj,1,768,768,predequant_gemm,eviction_attempt,14,10.239999741315842,1
proj,1,768,768,fused_int4,eviction_attempt,15,18.432000651955605,1
proj,1,768,768,bf16,eviction_attempt,15,8.191999979317188,1
proj,1,768,768,dequant_only,eviction_attempt,15,6.144000217318535,1
proj,1,768,768,native_int4,eviction_attempt,15,10.239999741315842,1
proj,1,768,768,predequant_gemm,eviction_attempt,15,10.239999741315842,1
proj,1,768,768,packed_int4,eviction_attempt,15,10.239999741315842,1
proj,1,768,768,native_int4,eviction_attempt,16,6.335999816656113,1
proj,1,768,768,predequant_gemm,eviction_attempt,16,9.824000298976898,1
proj,1,768,768,packed_int4,eviction_attempt,16,12.28800043463707,1
proj,1,768,768,dequant_only,eviction_attempt,16,6.144000217318535,1
proj,1,768,768,bf16,eviction_attempt,16,8.191999979317188,1
proj,1,768,768,fused_int4,eviction_attempt,16,18.432000651955605,1
proj,1,768,768,predequant_gemm,eviction_attempt,17,10.239999741315842,1
proj,1,768,768,packed_int4,eviction_attempt,17,12.28800043463707,1
proj,1,768,768,fused_int4,eviction_attempt,17,18.432000651955605,1
proj,1,768,768,bf16,eviction_attempt,17,8.191999979317188,1
proj,1,768,768,native_int4,eviction_attempt,17,10.239999741315842,1
proj,1,768,768,dequant_only,eviction_attempt,17,6.144000217318535,1
proj,1,768,768,packed_int4,eviction_attempt,18,12.28800043463707,1
proj,1,768,768,fused_int4,eviction_attempt,18,18.432000651955605,1
proj,1,768,768,bf16,eviction_attempt,18,8.191999979317188,1
proj,1,768,768,dequant_only,eviction_attempt,18,4.127999767661095,1
proj,1,768,768,native_int4,eviction_attempt,18,10.239999741315842,1
proj,1,768,768,predequant_gemm,eviction_attempt,18,10.239999741315842,1
proj,1,768,768,bf16,eviction_attempt,19,8.191999979317188,1
proj,1,768,768,dequant_only,eviction_attempt,19,6.144000217318535,1
proj,1,768,768,native_int4,eviction_attempt,19,8.191999979317188,1
proj,1,768,768,packed_int4,eviction_attempt,19,12.28800043463707,1
proj,1,768,768,fused_int4,eviction_attempt,19,18.432000651955605,1
proj,1,768,768,predequant_gemm,eviction_attempt,19,10.239999741315842,1
proj,1,768,768,dequant_only,eviction_attempt,20,6.144000217318535,1
proj,1,768,768,packed_int4,eviction_attempt,20,12.28800043463707,1
proj,1,768,768,predequant_gemm,eviction_attempt,20,8.191999979317188,1
proj,1,768,768,fused_int4,eviction_attempt,20,18.432000651955605,1
proj,1,768,768,bf16,eviction_attempt,20,8.191999979317188,1
proj,1,768,768,native_int4,eviction_attempt,20,8.191999979317188,1
proj,16,768,768,predequant_gemm,warm,0,3.926999866962433,32
proj,16,768,768,packed_int4,warm,0,6.268000230193138,32
proj,16,768,768,native_int4,warm,0,6.512000225484371,32
proj,16,768,768,bf16,warm,0,4.091999959200621,32
proj,16,768,768,fused_int4,warm,0,14.832000248134136,32
proj,16,768,768,dequant_only,warm,0,2.624999964609742,32
proj,16,768,768,fused_int4,warm,1,14.639000408351421,32
proj,16,768,768,predequant_gemm,warm,1,2.991999965161085,32
proj,16,768,768,packed_int4,warm,1,4.774000030010939,32
proj,16,768,768,dequant_only,warm,1,2.182000083848834,32
proj,16,768,768,native_int4,warm,1,5.2709998562932014,32
proj,16,768,768,bf16,warm,1,3.55600006878376,32
proj,16,768,768,bf16,warm,2,3.3499998971819878,32
proj,16,768,768,dequant_only,warm,2,2.088000066578388,32
proj,16,768,768,fused_int4,warm,2,14.523999765515327,32
proj,16,768,768,packed_int4,warm,2,5.142000038176775,32
proj,16,768,768,predequant_gemm,warm,2,3.2480000518262386,32
proj,16,768,768,native_int4,warm,2,5.06900018081069,32
proj,16,768,768,native_int4,warm,3,5.003000143915415,32
proj,16,768,768,bf16,warm,3,3.364000003784895,32
proj,16,768,768,packed_int4,warm,3,5.055000074207783,32
proj,16,768,768,dequant_only,warm,3,2.0570000633597374,32
proj,16,768,768,fused_int4,warm,3,14.50200006365776,32
proj,16,768,768,predequant_gemm,warm,3,3.2850001007318497,32
proj,16,768,768,dequant_only,warm,4,2.0699999295175076,32
proj,16,768,768,fused_int4,warm,4,14.523000456392765,32
proj,16,768,768,bf16,warm,4,3.3499998971819878,32
proj,16,768,768,packed_int4,warm,4,5.078999791294336,32
proj,16,768,768,native_int4,warm,4,4.93700010702014,32
proj,16,768,768,predequant_gemm,warm,4,3.2820000778883696,32
proj,16,768,768,fused_int4,warm,5,14.546000398695469,32
proj,16,768,768,dequant_only,warm,5,2.0989999175071716,32
proj,16,768,768,native_int4,warm,5,4.94999997317791,32
proj,16,768,768,predequant_gemm,warm,5,3.198999911546707,32
proj,16,768,768,packed_int4,warm,5,5.034999921917915,32
proj,16,768,768,bf16,warm,5,3.352999920025468,32
proj,16,768,768,fused_int4,warm,6,14.534000307321548,32
proj,16,768,768,dequant_only,warm,6,2.085000043734908,32
proj,16,768,768,native_int4,warm,6,4.939999897032976,32
proj,16,768,768,bf16,warm,6,3.3539999276399612,32
proj,16,768,768,predequant_gemm,warm,6,3.2450000289827585,32
proj,16,768,768,packed_int4,warm,6,5.08299982175231,32
proj,16,768,768,native_int4,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,0,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,predequant_gemm,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,0,18.432000651955605,1
proj,16,768,768,bf16,eviction_attempt,1,8.191999979317188,1
proj,16,768,768,predequant_gemm,eviction_attempt,1,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,1,6.144000217318535,1
proj,16,768,768,packed_int4,eviction_attempt,1,10.239999741315842,1
proj,16,768,768,native_int4,eviction_attempt,1,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,1,18.912000581622124,1
proj,16,768,768,predequant_gemm,eviction_attempt,2,8.1599997356534,1
proj,16,768,768,native_int4,eviction_attempt,2,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,2,10.239999741315842,1
proj,16,768,768,bf16,eviction_attempt,2,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,2,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,2,18.432000651955605,1
proj,16,768,768,dequant_only,eviction_attempt,3,6.144000217318535,1
proj,16,768,768,packed_int4,eviction_attempt,3,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,3,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,3,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,3,18.432000651955605,1
proj,16,768,768,native_int4,eviction_attempt,3,10.239999741315842,1
proj,16,768,768,native_int4,eviction_attempt,4,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,4,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,4,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,4,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,4,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,4,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,5,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,5,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,5,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,5,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,5,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,5,18.432000651955605,1
proj,16,768,768,native_int4,eviction_attempt,6,10.239999741315842,1
proj,16,768,768,bf16,eviction_attempt,6,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,6,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,6,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,6,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,6,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,7,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,7,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,7,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,7,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,7,7.807999849319458,1
proj,16,768,768,packed_int4,eviction_attempt,7,9.855999611318111,1
proj,16,768,768,fused_int4,eviction_attempt,8,18.432000651955605,1
proj,16,768,768,packed_int4,eviction_attempt,8,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,8,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,8,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,8,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,8,4.095999989658594,1
proj,16,768,768,packed_int4,eviction_attempt,9,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,9,4.127999767661095,1
proj,16,768,768,fused_int4,eviction_attempt,9,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,9,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,9,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,9,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,10,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,10,18.432000651955605,1
proj,16,768,768,packed_int4,eviction_attempt,10,10.239999741315842,1
proj,16,768,768,bf16,eviction_attempt,10,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,10,6.144000217318535,1
proj,16,768,768,native_int4,eviction_attempt,10,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,11,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,11,18.432000651955605,1
proj,16,768,768,packed_int4,eviction_attempt,11,10.239999741315842,1
proj,16,768,768,bf16,eviction_attempt,11,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,11,6.144000217318535,1
proj,16,768,768,native_int4,eviction_attempt,11,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,12,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,12,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,12,10.239999741315842,1
proj,16,768,768,native_int4,eviction_attempt,12,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,12,18.432000651955605,1
proj,16,768,768,dequant_only,eviction_attempt,12,6.144000217318535,1
proj,16,768,768,predequant_gemm,eviction_attempt,13,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,13,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,13,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,13,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,13,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,13,18.432000651955605,1
proj,16,768,768,native_int4,eviction_attempt,14,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,14,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,14,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,14,18.432000651955605,1
proj,16,768,768,bf16,eviction_attempt,14,8.191999979317188,1
proj,16,768,768,predequant_gemm,eviction_attempt,14,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,15,18.432000651955605,1
proj,16,768,768,bf16,eviction_attempt,15,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,15,6.144000217318535,1
proj,16,768,768,native_int4,eviction_attempt,15,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,15,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,15,10.239999741315842,1
proj,16,768,768,native_int4,eviction_attempt,16,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,16,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,16,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,16,4.095999989658594,1
proj,16,768,768,bf16,eviction_attempt,16,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,16,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,17,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,17,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,17,18.432000651955605,1
proj,16,768,768,bf16,eviction_attempt,17,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,17,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,17,6.144000217318535,1
proj,16,768,768,packed_int4,eviction_attempt,18,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,18,18.432000651955605,1
proj,16,768,768,bf16,eviction_attempt,18,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,18,6.144000217318535,1
proj,16,768,768,native_int4,eviction_attempt,18,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,18,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,19,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,19,4.095999989658594,1
proj,16,768,768,native_int4,eviction_attempt,19,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,19,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,19,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,19,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,20,4.127999767661095,1
proj,16,768,768,packed_int4,eviction_attempt,20,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,20,5.760000087320805,1
proj,16,768,768,fused_int4,eviction_attempt,20,24.191999807953835,1
proj,16,768,768,bf16,eviction_attempt,20,7.807999849319458,1
proj,16,768,768,native_int4,eviction_attempt,20,10.239999741315842,1
proj,64,768,768,predequant_gemm,warm,0,5.379000212997198,32
proj,64,768,768,packed_int4,warm,0,7.852000184357166,32
proj,64,768,768,native_int4,warm,0,9.593999944627285,32
proj,64,768,768,bf16,warm,0,5.458000116050243,32
proj,64,768,768,fused_int4,warm,0,14.529000036418438,32
proj,64,768,768,dequant_only,warm,0,2.686999971047044,32
proj,64,768,768,fused_int4,warm,1,14.147000387310982,32
proj,64,768,768,predequant_gemm,warm,1,4.84299985691905,32
proj,64,768,768,packed_int4,warm,1,6.711000110954046,32
proj,64,768,768,dequant_only,warm,1,2.1299999207258224,32
proj,64,768,768,native_int4,warm,1,8.205000311136246,32
proj,64,768,768,bf16,warm,1,4.900999832898378,32
proj,64,768,768,bf16,warm,2,4.929000046104193,32
proj,64,768,768,dequant_only,warm,2,2.061000093817711,32
proj,64,768,768,fused_int4,warm,2,14.209999702870846,32
proj,64,768,768,packed_int4,warm,2,6.628999952226877,32
proj,64,768,768,predequant_gemm,warm,2,4.763999953866005,32
proj,64,768,768,native_int4,warm,2,8.116000331938267,32
proj,64,768,768,native_int4,warm,3,8.058999665081501,32
proj,64,768,768,bf16,warm,3,4.8420000821352005,32
proj,64,768,768,packed_int4,warm,3,6.564999930560589,32
proj,64,768,768,dequant_only,warm,3,2.0379999186843634,32
proj,64,768,768,fused_int4,warm,3,14.190999791026115,32
proj,64,768,768,predequant_gemm,warm,3,4.786999896168709,32
proj,64,768,768,dequant_only,warm,4,2.0550000481307507,32
proj,64,768,768,fused_int4,warm,4,14.101999811828136,32
proj,64,768,768,bf16,warm,4,4.916999954730272,32
proj,64,768,768,packed_int4,warm,4,6.5750000067055225,32
proj,64,768,768,native_int4,warm,4,8.015000261366367,32
proj,64,768,768,predequant_gemm,warm,4,4.801000002771616,32
proj,64,768,768,fused_int4,warm,5,14.174000360071659,32
proj,64,768,768,dequant_only,warm,5,2.0649998914450407,32
proj,64,768,768,native_int4,warm,5,7.9840002581477165,32
proj,64,768,768,predequant_gemm,warm,5,4.821000155061483,32
proj,64,768,768,packed_int4,warm,5,6.5750000067055225,32
proj,64,768,768,bf16,warm,5,5.152999889105558,32
proj,64,768,768,fused_int4,warm,6,14.336000196635723,32
proj,64,768,768,dequant_only,warm,6,1.8029999919235706,32
proj,64,768,768,native_int4,warm,6,7.701999973505735,32
proj,64,768,768,bf16,warm,6,4.852000158280134,32
proj,64,768,768,predequant_gemm,warm,6,4.749999847263098,32
proj,64,768,768,packed_int4,warm,6,6.577999796718359,32
proj,64,768,768,native_int4,eviction_attempt,0,12.28800043463707,1
proj,64,768,768,dequant_only,eviction_attempt,0,6.144000217318535,1
proj,64,768,768,bf16,eviction_attempt,0,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,0,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,0,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,0,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,1,10.239999741315842,1
proj,64,768,768,predequant_gemm,eviction_attempt,1,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,1,6.144000217318535,1
proj,64,768,768,packed_int4,eviction_attempt,1,12.256000190973282,1
proj,64,768,768,native_int4,eviction_attempt,1,12.28800043463707,1
proj,64,768,768,fused_int4,eviction_attempt,1,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,2,8.191999979317188,1
proj,64,768,768,native_int4,eviction_attempt,2,12.28800043463707,1
proj,64,768,768,packed_int4,eviction_attempt,2,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,2,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,2,4.095999989658594,1
proj,64,768,768,fused_int4,eviction_attempt,2,18.432000651955605,1
proj,64,768,768,dequant_only,eviction_attempt,3,4.095999989658594,1
proj,64,768,768,packed_int4,eviction_attempt,3,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,3,8.191999979317188,1
proj,64,768,768,bf16,eviction_attempt,3,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,3,18.432000651955605,1
proj,64,768,768,native_int4,eviction_attempt,3,12.28800043463707,1
proj,64,768,768,native_int4,eviction_attempt,4,14.336000196635723,1
proj,64,768,768,packed_int4,eviction_attempt,4,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,4,4.095999989658594,1
proj,64,768,768,bf16,eviction_attempt,4,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,4,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,4,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,5,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,5,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,5,8.191999979317188,1
proj,64,768,768,native_int4,eviction_attempt,5,14.336000196635723,1
proj,64,768,768,dequant_only,eviction_attempt,5,6.144000217318535,1
proj,64,768,768,fused_int4,eviction_attempt,5,18.432000651955605,1
proj,64,768,768,native_int4,eviction_attempt,6,14.336000196635723,1
proj,64,768,768,bf16,eviction_attempt,6,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,6,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,6,8.191999979317188,1
proj,64,768,768,packed_int4,eviction_attempt,6,12.256000190973282,1
proj,64,768,768,dequant_only,eviction_attempt,6,6.144000217318535,1
proj,64,768,768,bf16,eviction_attempt,7,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,7,14.336000196635723,1
proj,64,768,768,dequant_only,eviction_attempt,7,6.144000217318535,1
proj,64,768,768,fused_int4,eviction_attempt,7,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,7,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,7,12.28800043463707,1
proj,64,768,768,fused_int4,eviction_attempt,8,18.432000651955605,1
proj,64,768,768,packed_int4,eviction_attempt,8,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,8,8.191999979317188,1
proj,64,768,768,predequant_gemm,eviction_attempt,8,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,8,14.336000196635723,1
proj,64,768,768,dequant_only,eviction_attempt,8,6.144000217318535,1
proj,64,768,768,packed_int4,eviction_attempt,9,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,9,6.144000217318535,1
proj,64,768,768,fused_int4,eviction_attempt,9,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,9,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,9,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,9,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,10,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,10,18.432000651955605,1
proj,64,768,768,packed_int4,eviction_attempt,10,12.28800043463707,1
proj,64,768,768,bf16,eviction_attempt,10,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,10,4.095999989658594,1
proj,64,768,768,native_int4,eviction_attempt,10,14.336000196635723,1
proj,64,768,768,predequant_gemm,eviction_attempt,11,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,11,18.432000651955605,1
proj,64,768,768,packed_int4,eviction_attempt,11,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,11,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,11,4.127999767661095,1
proj,64,768,768,native_int4,eviction_attempt,11,11.90400030463934,1
proj,64,768,768,predequant_gemm,eviction_attempt,12,7.807999849319458,1
proj,64,768,768,bf16,eviction_attempt,12,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,12,12.28800043463707,1
proj,64,768,768,native_int4,eviction_attempt,12,14.336000196635723,1
proj,64,768,768,fused_int4,eviction_attempt,12,18.432000651955605,1
proj,64,768,768,dequant_only,eviction_attempt,12,4.095999989658594,1
proj,64,768,768,predequant_gemm,eviction_attempt,13,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,13,4.127999767661095,1
proj,64,768,768,bf16,eviction_attempt,13,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,13,12.28800043463707,1
proj,64,768,768,packed_int4,eviction_attempt,13,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,13,18.432000651955605,1
proj,64,768,768,native_int4,eviction_attempt,14,14.336000196635723,1
proj,64,768,768,packed_int4,eviction_attempt,14,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,14,4.127999767661095,1
proj,64,768,768,fused_int4,eviction_attempt,14,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,14,10.239999741315842,1
proj,64,768,768,predequant_gemm,eviction_attempt,14,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,15,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,15,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,15,6.144000217318535,1
proj,64,768,768,native_int4,eviction_attempt,15,14.336000196635723,1
proj,64,768,768,predequant_gemm,eviction_attempt,15,8.191999979317188,1
proj,64,768,768,packed_int4,eviction_attempt,15,12.28800043463707,1
proj,64,768,768,native_int4,eviction_attempt,16,14.336000196635723,1
proj,64,768,768,predequant_gemm,eviction_attempt,16,8.191999979317188,1
proj,64,768,768,packed_int4,eviction_attempt,16,12.28800043463707,1
proj,64,768,768,dequant_only,eviction_attempt,16,6.144000217318535,1
proj,64,768,768,bf16,eviction_attempt,16,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,16,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,17,8.191999979317188,1
proj,64,768,768,packed_int4,eviction_attempt,17,10.208000428974628,1
proj,64,768,768,fused_int4,eviction_attempt,17,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,17,8.191999979317188,1
proj,64,768,768,native_int4,eviction_attempt,17,12.28800043463707,1
proj,64,768,768,dequant_only,eviction_attempt,17,4.095999989658594,1
proj,64,768,768,packed_int4,eviction_attempt,18,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,18,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,18,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,18,6.144000217318535,1
proj,64,768,768,native_int4,eviction_attempt,18,14.336000196635723,1
proj,64,768,768,predequant_gemm,eviction_attempt,18,8.191999979317188,1
proj,64,768,768,bf16,eviction_attempt,19,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,19,6.144000217318535,1
proj,64,768,768,native_int4,eviction_attempt,19,14.336000196635723,1
proj,64,768,768,packed_int4,eviction_attempt,19,12.28800043463707,1
proj,64,768,768,fused_int4,eviction_attempt,19,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,19,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,20,6.144000217318535,1
proj,64,768,768,packed_int4,eviction_attempt,20,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,20,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,20,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,20,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,20,12.28800043463707,1
proj,325,768,768,predequant_gemm,warm,0,6.252999883145094,32
proj,325,768,768,packed_int4,warm,0,8.414999581873417,32
proj,325,768,768,native_int4,warm,0,24.40599910914898,32
proj,325,768,768,bf16,warm,0,6.184000056236982,32
proj,325,768,768,fused_int4,warm,0,15.254000201821327,32
proj,325,768,768,dequant_only,warm,0,2.6910000015050173,32
proj,325,768,768,fused_int4,warm,1,14.845999889075756,32
proj,325,768,768,predequant_gemm,warm,1,5.601999815553427,32
proj,325,768,768,packed_int4,warm,1,7.350999861955643,32
proj,325,768,768,dequant_only,warm,1,2.139999996870756,32
proj,325,768,768,native_int4,warm,1,22.99400046467781,32
proj,325,768,768,bf16,warm,1,5.6489999406039715,32
proj,325,768,768,bf16,warm,2,5.578999873250723,32
proj,325,768,768,dequant_only,warm,2,2.0540000405162573,32
proj,325,768,768,fused_int4,warm,2,14.87599965184927,32
proj,325,768,768,packed_int4,warm,2,7.304000202566385,32
proj,325,768,768,predequant_gemm,warm,2,5.5069997906684875,32
proj,325,768,768,native_int4,warm,2,22.910000756382942,32
proj,325,768,768,native_int4,warm,3,22.85199984908104,32
proj,325,768,768,bf16,warm,3,5.539999809116125,32
proj,325,768,768,packed_int4,warm,3,7.234000135213137,32
proj,325,768,768,dequant_only,warm,3,2.0729999523609877,32
proj,325,768,768,fused_int4,warm,3,14.810999855399132,32
proj,325,768,768,predequant_gemm,warm,3,5.4779998026788235,32
proj,325,768,768,dequant_only,warm,4,2.1210000850260258,32
proj,325,768,768,fused_int4,warm,4,14.814999885857105,32
proj,325,768,768,bf16,warm,4,5.253000184893608,32
