repeat,scene,video,frame,input_ms,model_wall_ms,gpu_interval_ms,total_ms
0,R01,01,0,0.7204669527709484,3.682709066197276,3.6430718898773193,4.4031760189682245
0,R01,01,6,0.4329758230596781,3.8953800685703754,3.8730878829956055,4.3283558916300535
0,R01,01,13,0.4319441504776478,3.445390844717622,3.3802239894866943,3.8773349951952696
0,R01,01,19,0.4257319960743189,3.396639134734869,3.376447916030884,3.822371130809188
0,R01,01,26,0.4667688626796007,3.4039439633488655,3.3750720024108887,3.8707128260284662
0,R01,01,33,0.42477110400795937,3.772687865421176,3.7517759799957275,4.197458969429135
0,R01,01,39,0.4272949881851673,3.421026049181819,3.3536319732666016,3.8483210373669863
0,R01,01,46,0.4197009839117527,3.3910588826984167,3.3713600635528564,3.8107598666101694
0,R01,01,53,0.41110487654805183,3.400946967303753,3.380608081817627,3.8120518438518047
0,R01,01,59,0.41319895535707474,3.768129041418433,3.7477760314941406,4.181327996775508
0,R01,01,66,0.41721598245203495,3.4094841685146093,3.341344118118286,3.8267001509666443
0,R01,01,73,0.41357893496751785,3.406548174098134,3.386847972869873,3.820127109065652
0,R01,01,79,0.4136189818382263,3.3807100262492895,3.360960006713867,3.794329008087516
0,R01,01,86,0.41332817636430264,3.4000759478658438,3.380064010620117,3.8134041242301464
0,R01,01,93,0.4259329289197922,3.4294018987566233,3.346463918685913,3.8553348276764154
0,R01,01,99,0.423989025875926,3.3778739161789417,3.3579840660095215,3.8018629420548677
0,R01,01,106,0.4157829098403454,3.3822120167315006,3.3608319759368896,3.797994926571846
0,R01,01,112,0.5435140337795019,4.381705075502396,4.3512959480285645,4.9252191092818975
0,R01,01,119,0.42535108514130116,3.4267869777977467,3.387648105621338,3.852138062939048
0,R01,01,126,0.4149519372731447,3.4059970639646053,3.3860480785369873,3.82094900123775
0,R01,01,132,0.41170488111674786,3.3828241284936666,3.3584959506988525,3.7945290096104145
0,R01,01,139,0.4807659424841404,3.3946658950299025,3.3702399730682373,3.875431837514043
0,R01,01,146,0.5196791607886553,3.9648108649998903,3.9431679248809814,4.484490025788546
0,R01,01,152,0.44408696703612804,3.3773130271583796,3.357408046722412,3.8213999941945076
0,R01,01,159,0.4167559091001749,3.3943350426852703,3.374336004257202,3.811090951785445
0,R01,01,166,0.41193608194589615,3.3892958890646696,3.3688321113586426,3.8012319710105658
0,R01,01,172,0.4134899936616421,3.8419689517468214,3.8219199180603027,4.2554589454084635
0,R01,01,179,0.41372887790203094,3.4343511797487736,3.3679680824279785,3.8480800576508045
0,R01,01,186,0.43503008782863617,3.386840922757983,3.3626561164855957,3.8218710105866194
0,R01,01,192,0.4127079155296087,3.3839361276477575,3.3635520935058594,3.7966440431773663
0,R01,01,199,0.4115360789000988,3.8470278959721327,3.8266239166259766,4.2585639748722315
0,R01,01,206,0.4126480780541897,3.431726014241576,3.3618240356445312,3.844374092295766
0,R01,02,0,0.40860986337065697,3.382503055036068,3.362368106842041,3.791112918406725
