repeat,scene,video,frame,preprocess_ms,model_ms,total_ms,gpu_ms
0,R01,01,0,0.7612791378051043,2.271434059366584,3.032713197171688,2.2410879135131836
0,R01,01,166,0.5384308751672506,1.724157016724348,2.2625878918915987,1.7069120407104492
0,R01,02,130,0.5275399889796972,1.7069550231099129,2.23449501208961,1.6876800060272217
0,R01,04,89,0.5251760594546795,1.7093189526349306,2.23449501208961,1.6919360160827637
0,R02,01,124,0.5369279533624649,1.688139047473669,2.225067000836134,1.6713919639587402
0,R02,01,641,0.6923200562596321,1.7357589676976204,2.4280790239572525,1.7185920476913452
0,R02,02,489,0.5580179858952761,1.6900429036468267,2.248060889542103,1.6732159852981567
0,R02,04,345,0.5181629676371813,1.6831092070788145,2.201272174715996,1.6664639711380005
0,R03,01,258,0.5923821590840816,1.6814670525491238,2.2738492116332054,1.6646720170974731
0,R03,02,111,0.5883639678359032,1.6906941309571266,2.27905809879303,1.6734399795532227
0,R03,02,691,0.5821629893034697,1.671609003096819,2.2537719924002886,1.6548479795455933
0,R03,04,531,0.5854989867657423,1.6991400625556707,2.284639049321413,1.6797759532928467
0,R04,01,178,0.5990241188555956,1.7334138974547386,2.332438016310334,1.7163519859313965
0,R04,02,144,0.5385410040616989,1.6759971622377634,2.2145381662994623,1.6584960222244263
0,R04,03,74,0.5299649201333523,1.684442162513733,2.214407082647085,1.6664639711380005
0,R04,03,460,0.8214008994400501,1.7876769416034222,2.6090778410434723,1.770624041557312
1,R01,01,0,0.5172810051590204,1.691316021606326,2.2085970267653465,1.6749759912490845
1,R01,01,166,0.518453074619174,1.6820880118757486,2.2005410864949226,1.6654720306396484
1,R01,02,130,0.5154970567673445,1.6898629255592823,2.2053599823266268,1.6735039949417114
1,R01,04,89,0.5507941823452711,1.8188348039984703,2.3696289863437414,1.4436160326004028
1,R02,01,124,0.525136012583971,1.6916459426283836,2.2167819552123547,1.6750400066375732
1,R02,01,641,0.5060399416834116,1.6847329679876566,2.190772909671068,1.6682560443878174
1,R02,02,489,0.5084548611193895,1.6851131804287434,2.193568041548133,1.6684479713439941
1,R02,04,345,0.5145869217813015,1.7493539489805698,2.2639408707618713,1.7333120107650757
1,R03,01,258,0.5890249740332365,1.6904440708458424,2.279469044879079,1.6737600564956665
1,R03,02,111,0.5804290995001793,1.6890708357095718,2.269499935209751,1.6723519563674927
1,R03,02,691,0.5823338869959116,1.6786211635917425,2.260955050587654,1.6622079610824585
1,R03,04,531,0.6656800396740437,1.7419899813830853,2.407670021057129,1.7228800058364868
1,R04,01,178,0.5296440795063972,1.6960951033979654,2.2257391829043627,1.6792000532150269
1,R04,02,144,0.53630699403584,1.6889700200408697,2.2252770140767097,1.6721919775009155
1,R04,03,74,0.5364769604057074,1.6846531070768833,2.2211300674825907,1.6679999828338623
1,R04,03,460,0.5353749729692936,1.6895518638193607,2.2249268367886543,1.6724480390548706
2,R01,01,0,0.5128728225827217,1.6846321523189545,2.197504974901676,1.6678719520568848
2,R01,01,166,0.5220198072493076,1.6730620991438627,2.1950819063931704,1.6558079719543457
2,R01,02,130,0.5902580451220274,1.723024994134903,2.3132830392569304,1.7062400579452515
2,R01,04,89,0.5138050764799118,1.6879788599908352,2.201783936470747,1.6711360216140747
2,R02,01,124,0.5185739137232304,1.6784809995442629,2.1970549132674932,1.6615999937057495
2,R02,01,641,0.5130129866302013,1.6799939330667257,2.193006919696927,1.6631360054016113
2,R02,02,489,0.5195359699428082,1.6868968959897757,2.206432865932584,1.6664320230484009
2,R02,04,345,0.5052790511399508,1.686386065557599,2.19166511669755,1.6696959733963013
2,R03,01,258,0.5833350587636232,1.6736118122935295,2.2569468710571527,1.6571520566940308
2,R03,02,111,0.7961350493133068,1.7244881018996239,2.5206231512129307,1.7072960138320923
2,R03,02,691,0.5783659871667624,1.6851229593157768,2.263488946482539,1.6682560443878174
2,R03,04,531,0.5792579613626003,1.6864559147506952,2.2657138761132956,1.6604479551315308
2,R04,01,178,0.5397428758442402,1.6908040270209312,2.2305469028651714,1.6738239526748657
2,R04,02,144,0.5331311840564013,1.688689924776554,2.2218211088329554,1.6721919775009155
2,R04,03,74,0.523923896253109,1.6879790928214788,2.211902989074588,1.6715199947357178
2,R04,03,460,0.5449228920042515,1.6823080368340015,2.227230928838253,1.6656960248947144
