scene,video,frame,input_bf16_sha256,fp32_cls_max_abs,fp32_cls_mean_abs,fp32_cls_cosine_mean,bf16_eager_cls_max_abs,bf16_eager_cls_mean_abs,bf16_eager_cls_cosine_mean,same_eager_cls_max_abs,same_eager_cls_mean_abs,same_eager_cls_cosine_mean,fp32_patch12_max_abs,fp32_patch12_mean_abs,fp32_patch12_cosine_mean,bf16_eager_patch12_max_abs,bf16_eager_patch12_mean_abs,bf16_eager_patch12_cosine_mean,same_eager_patch12_max_abs,same_eager_patch12_mean_abs,same_eager_patch12_cosine_mean
R01,01,0,f1e792111f1802b3ca869d55ad33c2b169dd4663baba4de8139325acfb92439e,0.010754123330116272,0.002627426525577903,0.004167497158050537,0.01082669198513031,0.002554462291300297,0.004035353660583496,0.005534961819648743,0.0012320972746238112,0.0009150505065917969,0.09881336241960526,0.0026792369317263365,0.005969596561044455,0.10318762063980103,0.002589911688119173,0.005560712888836861,0.007833338342607021,0.001070877886377275,0.0007114980835467577
R01,01,6,7d0ff0efc65197d9928bf40f304552aa24675a8d105aef8bd5eb6a7f81ec5dc1,0.011062905192375183,0.00245225359685719,0.003688812255859375,0.011014789342880249,0.002437708666548133,0.0036559700965881348,0.010166190564632416,0.002541371388360858,0.0037882328033447266,0.2698896825313568,0.0027886745519936085,0.007261966355144978,0.28665778040885925,0.0027551408857107162,0.00744325015693903,0.18847385048866272,0.002291315235197544,0.0037567680701613426
R01,01,13,3c94e295229a408cb2987e83972ca881d37fdb8805654edef87c0f1ce36ba712,0.010520033538341522,0.0028350085485726595,0.004910945892333984,0.01024057250469923,0.0027337505016475916,0.004575133323669434,0.011054985225200653,0.0024923267774283886,0.0036194920539855957,0.17982526123523712,0.002680642530322075,0.006806937046349049,0.09098942577838898,0.002612487180158496,0.0058461083099246025,0.03336888179183006,0.002192841609939933,0.0031029602978378534
R01,01,19,9dc04669c52a21ec101231073ffb97e436802664f4beeed9d6dcf98f2565cd18,0.012057355605065823,0.002925978973507881,0.005099952220916748,0.011425390839576721,0.0029293394181877375,0.005075931549072266,0.010804720222949982,0.0028444109484553337,0.00479358434677124,0.09393310546875,0.0026093448977917433,0.005654136184602976,0.09362609684467316,0.002561404602602124,0.005453117657452822,0.025090426206588745,0.002039458602666855,0.002629980444908142
R01,01,26,e96738dea924e16c6f359a0833ff06b8933938eb53035f87b14aef551f81a427,0.01152542233467102,0.002826874377205968,0.004936635494232178,0.01089172437787056,0.002687385305762291,0.00445103645324707,0.012900246307253838,0.0028158335480839014,0.004819512367248535,0.09352340549230576,0.002815895713865757,0.006391529459506273,0.09410995990037918,0.0027839404065161943,0.006279952824115753,0.03572121262550354,0.0021556573919951916,0.0029417749028652906
R01,01,33,1b0cf3ffb129c6f680b78d09aebeaabd4ba443115b02316fc20c683c7f164cfc,0.0129485372453928,0.0027216095477342606,0.0047571659088134766,0.013617446646094322,0.0026865480467677116,0.0046288371086120605,0.010773850604891777,0.0025827607605606318,0.00408935546875,0.30203473567962646,0.0028903537895530462,0.010118781588971615,0.32140210270881653,0.002822132082656026,0.009843006730079651,0.09147940576076508,0.002077865181490779,0.002792989369481802
R01,01,39,8f296e203d6b81e79bcd0538db1a8d7ecacac5a3ddac8c604440cbeb55a3a3bd,0.010924523696303368,0.002772020408883691,0.004692196846008301,0.010564411990344524,0.002678845776244998,0.004408478736877441,0.011163531802594662,0.0027734162285923958,0.0046160221099853516,0.11884023249149323,0.0027127328794449568,0.006498602218925953,0.1284567266702652,0.002623247914016247,0.00592381926253438,0.05248718336224556,0.002175526926293969,0.0030314777977764606
R01,01,46,cef7c7d33f2655b2213dd1b108cc0b13aafc93a2cb6348478b468afa5f92670c,0.015217076987028122,0.0027897004038095474,0.004791855812072754,0.014955781400203705,0.002747993916273117,0.004627346992492676,0.01088378019630909,0.0025201800744980574,0.00380706787109375,0.1693912148475647,0.002706417115405202,0.006149666383862495,0.1769174039363861,0.002719738520681858,0.0063146986067295074,0.05859743058681488,0.0020628327038139105,0.002669542795047164
R01,01,53,97beebf05d3b5924059cf409d44ce009b01335bedfb44b9f4971c21a51d0733f,0.012659026309847832,0.002665288746356964,0.004308640956878662,0.011806738562881947,0.0025547535624355078,0.003966689109802246,0.007291506975889206,0.001711754477582872,0.0017696619033813477,0.08827842772006989,0.0027093859389424324,0.00602662842720747,0.08787064999341965,0.0026549820322543383,0.005662801209837198,0.008186481893062592,0.0011709987884387374,0.000847918214276433
R01,01,59,e9a8881b1cfc03e8231875140e3b5a4a2a892abac27443326a3f142b17560194,0.011068379506468773,0.0026014011818915606,0.004130125045776367,0.010721666738390923,0.0025387201458215714,0.004007816314697266,0.01360170915722847,0.002545133465901017,0.0038982629776000977,0.10335706174373627,0.0027457354590296745,0.0063958861865103245,0.090654656291008,0.002703708363696933,0.006216305308043957,0.039451971650123596,0.0020976641681045294,0.0028373266104608774
