scene,video,frame,bf16_cls_cosine,bf16_cls_max_abs,same_eager_cls_cosine,same_eager_cls_max_abs,bf16_patch12_cosine,bf16_patch12_max_abs,same_eager_patch12_cosine,same_eager_patch12_max_abs
R01,01,0,0.14004278182983398,0.05655418336391449,0.00017833709716796875,0.0022817710414528847,0.11449618637561798,0.281341552734375,0.00043766770977526903,0.11242065578699112
R01,01,6,0.14892661571502686,0.05879605561494827,0.00013840198516845703,0.001871895045042038,0.12388194352388382,0.34004881978034973,0.00021777219080831856,0.07150619477033615
R01,01,13,0.16136008501052856,0.06073833256959915,0.00015336275100708008,0.0022526681423187256,0.12418919056653976,0.16507354378700256,0.00047885047388263047,0.06090458109974861
R01,01,19,0.14853715896606445,0.06391006708145142,0.0001278519630432129,0.002064816653728485,0.12056148052215576,0.1685909926891327,0.00015661856741644442,0.010633580386638641
R01,01,26,0.1608704924583435,0.07027596235275269,0.00014328956604003906,0.002096235752105713,0.13015905022621155,0.2610624134540558,0.00016766658518463373,0.012220053933560848
R01,01,33,0.1555943489074707,0.06690086424350739,0.00017458200454711914,0.0023672766983509064,0.12477868795394897,0.27583402395248413,0.0010510856518521905,0.11636140942573547
R01,01,39,0.159576416015625,0.06801093369722366,0.00015985965728759766,0.002054203301668167,0.12280581891536713,0.2950035035610199,0.00018919655121862888,0.019925788044929504
R01,01,46,0.15760785341262817,0.06127767637372017,0.0001799464225769043,0.002179849660024047,0.12519928812980652,0.1569196581840515,0.00017370688146911561,0.009845476597547531
R01,01,53,0.16040825843811035,0.07080977410078049,0.00014019012451171875,0.0018399246037006378,0.12501394748687744,0.350949227809906,0.00016170612070709467,0.009881645441055298
R01,01,59,0.16303801536560059,0.0749044418334961,0.00016736984252929688,0.0038440674543380737,0.1215391755104065,0.15693186223506927,0.0001753200776875019,0.007395334541797638
R01,01,66,0.15556782484054565,0.06684629619121552,0.00015598535537719727,0.0021287277340888977,0.12220744043588638,0.30417659878730774,0.00019822720787487924,0.02591007575392723
R01,01,73,0.1652742624282837,0.0625072494149208,0.0001361370086669922,0.002474263310432434,0.12691481411457062,0.15460462868213654,0.000202265233383514,0.012795060873031616
R01,01,79,0.1581527590751648,0.06984260678291321,0.0001137852668762207,0.0018775006756186485,0.12165653705596924,0.16318190097808838,0.00017320484039373696,0.009880498051643372
R01,01,86,0.17256689071655273,0.06854596734046936,0.000194549560546875,0.002344006672501564,0.1281854808330536,0.16785964369773865,0.00017647464119363576,0.010493665933609009
R01,01,93,0.16450488567352295,0.06339121609926224,0.00013321638107299805,0.0020674404222518206,0.12543238699436188,0.3748351037502289,0.00023473835608456284,0.0661981850862503
R01,01,99,0.16347169876098633,0.06786072254180908,0.00011605024337768555,0.002118520438671112,0.12189634144306183,0.17096003890037537,0.00017015378398355097,0.014453962445259094
R01,01,106,0.18467605113983154,0.07835061848163605,0.00015413761138916016,0.002201007679104805,0.13563981652259827,0.16019755601882935,0.00018056711996905506,0.016372188925743103
R01,01,112,0.17445725202560425,0.0777323991060257,0.00022125244140625,0.0033227168023586273,0.12867042422294617,0.16425848007202148,0.00024106142518576235,0.029137693345546722
R01,01,119,0.16943484544754028,0.06771491467952728,0.00019162893295288086,0.002234330400824547,0.13617733120918274,0.37457141280174255,0.0007960918010212481,0.11319614201784134
R01,01,126,0.16417336463928223,0.07515960931777954,0.00015020370483398438,0.002100437879562378,0.12930460274219513,0.17660371959209442,0.00021596014266833663,0.03561133146286011
R01,01,132,0.17433011531829834,0.0706803947687149,0.00018596649169921875,0.002105657011270523,0.13150370121002197,0.3715975284576416,0.00017368995759170502,0.007738709449768066
R01,01,139,0.15008848905563354,0.06363585591316223,0.00015038251876831055,0.0022540614008903503,0.1270194798707962,0.36721089482307434,0.00027620847686193883,0.07817257195711136
R01,01,146,0.1680816411972046,0.06901650875806808,0.00012058019638061523,0.0017971917986869812,0.1255064606666565,0.2909450829029083,0.00021663602092303336,0.017900139093399048
R01,01,152,0.16452062129974365,0.06911849230527878,0.0001316070556640625,0.0020940639078617096,0.12940135598182678,0.31380271911621094,0.0001804834173526615,0.023137778043746948
R01,01,159,0.16392958164215088,0.07525058835744858,0.00014126300811767578,0.0020666345953941345,0.1318691074848175,0.1731458455324173,0.00018220918718725443,0.01542142778635025
R01,01,166,0.17098474502563477,0.07195311784744263,0.0001233220100402832,0.0020732497796416283,0.13383661210536957,0.32088521122932434,0.00017387392290402204,0.008330155164003372
R01,01,172,0.16060256958007812,0.06996037065982819,0.00014406442642211914,0.002064906060695648,0.12403910607099533,0.1336541473865509,0.00021184704382903874,0.03908379375934601
R01,01,179,0.167486310005188,0.07037824392318726,0.00016200542449951172,0.002219162881374359,0.12805373966693878,0.1778743714094162,0.0001890688727144152,0.006978847086429596
R01,01,186,0.16152381896972656,0.07066550850868225,0.00014072656631469727,0.0016868002712726593,0.1296127289533615,0.20321618020534515,0.00016576272901147604,0.006170976907014847
R01,01,192,0.15397262573242188,0.06568566709756851,0.00020802021026611328,0.0027432776987552643,0.1249251663684845,0.1714407354593277,0.0002463005657773465,0.026494011282920837
R01,01,199,0.15624302625656128,0.06781944632530212,0.00014084577560424805,0.0019227564334869385,0.13290587067604065,0.24185842275619507,0.00019819095905404538,0.020129159092903137
R01,01,206,0.16944855451583862,0.06363682448863983,0.0001240372657775879,0.001835966482758522,0.12687046825885773,0.16448874771595,0.00016196623619180173,0.00878971815109253
R01,02,0,0.18271011114120483,0.06218767538666725,0.0002556443214416504,0.0026066238060593605,0.13511283695697784,0.32744675874710083,0.00024239203776232898,0.01360541582107544
R01,02,6,0.15572679042816162,0.06319476664066315,0.00015038251876831055,0.0027832165360450745,0.12721659243106842,0.1946064531803131,0.00019037502352148294,0.015430387109518051
R01,02,13,0.15019488334655762,0.06214512884616852,0.00015461444854736328,0.001917535439133644,0.13056008517742157,0.3309493660926819,0.0008974549709819257,0.1205887570977211
R01,02,20,0.15480393171310425,0.058682430535554886,0.00014162063598632812,0.003109090030193329,0.12233023345470428,0.37171095609664917,0.00015918450662866235,0.009337112307548523
R01,02,27,0.15584367513656616,0.06972843408584595,0.00015312433242797852,0.002282407134771347,0.12676309049129486,0.184963196516037,0.00018834148067981005,0.010908670723438263
