video,frame,cls_cosine_distance,cls_max_abs_difference,patch12_cosine_distance,patch12_max_abs_difference
02,0,0.18146157264709473,0.0621916688978672,0.1341564804315567,0.32815787196159363
02,6,0.1559169888496399,0.06267030537128448,0.1275417059659958,0.19499294459819794
02,13,0.15110987424850464,0.06206081062555313,0.13127171993255615,0.3367547392845154
02,20,0.1547001600265503,0.059407349675893784,0.12239038199186325,0.37122443318367004
02,27,0.15633416175842285,0.0692039281129837,0.12617768347263336,0.18440517783164978
02,34,0.1500234603881836,0.05985117703676224,0.12213725596666336,0.17382965981960297
02,41,0.16674911975860596,0.06468351185321808,0.12609107792377472,0.166098952293396
02,48,0.1662890911102295,0.06659790128469467,0.1282862424850464,0.2770806550979614
02,54,0.1661497950553894,0.062027931213378906,0.12399604916572571,0.24271893501281738
02,61,0.16796815395355225,0.060077592730522156,0.12929876148700714,0.16572688519954681
02,68,0.16627049446105957,0.0694986879825592,0.1260766237974167,0.3730827867984772
02,75,0.16532540321350098,0.06505830585956573,0.12230869382619858,0.1693124771118164
02,82,0.17403149604797363,0.06370697915554047,0.1297932118177414,0.16226927936077118
02,89,0.1493852138519287,0.06694769114255905,0.12542971968650818,0.2680375277996063
02,96,0.15809589624404907,0.07144715636968613,0.1271533966064453,0.36511948704719543
02,103,0.15963256359100342,0.07188555598258972,0.12507711350917816,0.13142479956150055
02,109,0.166154682636261,0.07317013293504715,0.12610530853271484,0.2299390733242035
02,116,0.17074716091156006,0.07179534435272217,0.12998081743717194,0.36290523409843445
02,123,0.17313551902770996,0.07914246618747711,0.1301533579826355,0.1539326310157776
02,130,0.1713542342185974,0.06925195455551147,0.134463369846344,0.38588598370552063
02,137,0.1600027084350586,0.07065482437610626,0.128211110830307,0.31346026062965393
02,144,0.1565169095993042,0.06990513205528259,0.12511704862117767,0.16320163011550903
02,151,0.15423184633255005,0.06829772889614105,0.12444085627794266,0.1595706045627594
02,158,0.16555535793304443,0.06772257387638092,0.1285897195339203,0.3682484030723572
02,164,0.18242394924163818,0.0724642276763916,0.1289370357990265,0.327335923910141
02,171,0.1781085729598999,0.069386325776577,0.12829434871673584,0.15315081179141998
02,178,0.1928333044052124,0.07805624604225159,0.13302898406982422,0.16691969335079193
02,185,0.16937601566314697,0.07334749400615692,0.13017748296260834,0.3697335124015808
02,192,0.16693341732025146,0.06483140587806702,0.1261206567287445,0.32214847207069397
02,199,0.16805356740951538,0.0656219869852066,0.1253466010093689,0.20052886009216309
02,206,0.16284185647964478,0.0654369592666626,0.1255185902118683,0.25990167260169983
02,213,0.16307181119918823,0.07104086875915527,0.12474983185529709,0.1639690101146698
04,0,0.17141497135162354,0.05986310541629791,0.12701129913330078,0.33879226446151733
04,7,0.1550525426864624,0.06019815802574158,0.12182024866342545,0.23993702232837677
04,14,0.14875364303588867,0.06502830237150192,0.1189797967672348,0.1624644696712494
04,22,0.15696966648101807,0.0596424899995327,0.1209721714258194,0.15740185976028442
04,29,0.15583568811416626,0.06406987458467484,0.11950137466192245,0.2177053689956665
04,37,0.15697824954986572,0.06185901165008545,0.12633003294467926,0.32994353771209717
04,44,0.14733493328094482,0.0598154254257679,0.12939013540744781,0.26993194222450256
04,52,0.16907894611358643,0.06995204836130142,0.12624382972717285,0.1683375984430313
04,59,0.16348111629486084,0.06636252254247665,0.12526391446590424,0.3295627236366272
04,67,0.17715108394622803,0.06731617450714111,0.12787321209907532,0.28154611587524414
04,74,0.16869568824768066,0.06942858546972275,0.1266365796327591,0.3679891526699066
04,81,0.16052085161209106,0.06527961045503616,0.1246015876531601,0.15032796561717987
04,89,0.17344284057617188,0.07026880979537964,0.12378720939159393,0.32195577025413513
04,96,0.1609247326850891,0.0619257353246212,0.12603606283664703,0.24158315360546112
04,104,0.153752863407135,0.06120915710926056,0.12954998016357422,0.253554105758667
04,111,0.17879796028137207,0.06809882074594498,0.1300201416015625,0.15706439316272736
04,119,0.16556155681610107,0.0718218982219696,0.13082581758499146,0.381902813911438
04,126,0.1481386423110962,0.07004574686288834,0.1249733716249466,0.24917738139629364
04,134,0.15352094173431396,0.0746765285730362,0.1288180947303772,0.37306225299835205
04,141,0.1473657488822937,0.07136614620685577,0.12114053964614868,0.3796401619911194
04,149,0.16287028789520264,0.06535539031028748,0.13127842545509338,0.34514448046684265
04,156,0.17525070905685425,0.0674140602350235,0.13138258457183838,0.17038816213607788
04,163,0.17499101161956787,0.0658753365278244,0.1332024186849594,0.1671057641506195
04,171,0.17235219478607178,0.06417510658502579,0.12861961126327515,0.16167978942394257
04,178,0.20239007472991943,0.07397187501192093,0.13713525235652924,0.15944938361644745
04,186,0.18538880348205566,0.06561560183763504,0.12792707979679108,0.1465929001569748
04,193,0.15709221363067627,0.07042113691568375,0.12978646159172058,0.33845725655555725
04,201,0.16175615787506104,0.0669056698679924,0.12572722136974335,0.22963915765285492
04,208,0.16122889518737793,0.06260257959365845,0.12692822515964508,0.2195458859205246
04,216,0.16054588556289673,0.0703750029206276,0.12452655285596848,0.16335764527320862
04,223,0.1632397174835205,0.06723424792289734,0.13043010234832764,0.34732434153556824
04,231,0.16009235382080078,0.06081762909889221,0.12553036212921143,0.1626490205526352
