repeat,scene,video,frame,preprocess_ms,model_ms,total_ms,gpu_ms
0,R01,01,0,0.9896201081573963,1.6071198042482138,2.59673991240561,1.578112006187439
0,R01,01,166,0.5319998599588871,1.2662899680435658,1.7982898280024529,1.2488000392913818
0,R01,02,130,0.5315989255905151,1.2547681108117104,1.7863670364022255,1.237663984298706
0,R01,04,89,0.5199369043111801,1.2513520196080208,1.771288923919201,1.2344640493392944
0,R02,01,124,0.5254379939287901,1.2501790188252926,1.7756170127540827,1.2329920530319214
0,R02,01,641,0.5097480025142431,1.2561699841171503,1.7659179866313934,1.2394239902496338
0,R02,02,489,0.5261788610368967,1.2496581766754389,1.7758370377123356,1.2319680452346802
0,R02,04,345,0.5980038549751043,1.2821501586586237,1.880154013633728,1.2650879621505737
0,R03,01,258,0.5883958656340837,1.2487571220844984,1.8371529877185822,1.2322880029678345
0,R03,02,111,0.5854100454598665,1.2485170736908913,1.8339271191507578,1.2317759990692139
0,R03,02,691,0.5813830066472292,1.2466018088161945,1.8279848154634237,1.230080008506775
0,R03,04,531,0.5818731151521206,1.2496989220380783,1.831572037190199,1.2327680587768555
0,R04,01,178,0.5234840791672468,1.2563609052449465,1.7798449844121933,1.2392319440841675
0,R04,02,144,0.5251169204711914,1.2486372143030167,1.773754134774208,1.2331520318984985
0,R04,03,74,0.5252871196717024,1.2507508508861065,1.7760379705578089,1.2339520454406738
0,R04,03,460,0.5544819869101048,1.2520330492407084,1.806515036150813,1.2349439859390259
1,R01,01,0,0.5884261336177588,1.2824698351323605,1.8708959687501192,1.2651519775390625
1,R01,01,166,0.5219208542257547,1.252083107829094,1.7740039620548487,1.235200047492981
1,R01,02,130,0.5121531430631876,1.257122028619051,1.7692751716822386,1.2405120134353638
1,R01,04,89,0.5101289134472609,1.249438151717186,1.7595670651644468,1.232416033744812
1,R02,01,124,0.5200370214879513,1.250511035323143,1.7705480568110943,1.2333439588546753
1,R02,01,641,0.5102490540593863,1.2497678399085999,1.760016893967986,1.2327040433883667
1,R02,02,489,0.513995997607708,1.2500190641731024,1.7640150617808104,1.2331520318984985
1,R02,04,345,0.5055610090494156,1.256780931726098,1.7623419407755136,1.2398079633712769
1,R03,01,258,0.5967109464108944,1.2506209313869476,1.847331877797842,1.2327680587768555
1,R03,02,111,0.6385499145835638,1.283352030441165,1.9219019450247288,1.2662080526351929
1,R03,02,691,0.5753720179200172,1.2505999766290188,1.825971994549036,1.2339199781417847
1,R03,04,531,0.5794588942080736,1.2506500352174044,1.830108929425478,1.2337919473648071
1,R04,01,178,0.5277819000184536,1.2503399048000574,1.778121804818511,1.2333439588546753
1,R04,02,144,0.5322101060301065,1.2519629672169685,1.784173073247075,1.2341439723968506
1,R04,03,74,0.5255078431218863,1.2582051567733288,1.783712999895215,1.241152048110962
1,R04,03,460,0.5318589974194765,1.2509510852396488,1.7828100826591253,1.2341760396957397
2,R01,01,0,0.5084148142486811,1.2488469947129488,1.7572618089616299,1.2320319414138794
2,R01,01,166,0.5313791334629059,1.2522528413683176,1.7836319748312235,1.235103964805603
2,R01,02,130,0.5795389879494905,1.283041900023818,1.8625808879733086,1.2662080526351929
2,R01,04,89,0.5194058176130056,1.2491480447351933,1.768553862348199,1.2323520183563232
2,R02,01,124,0.5177028942853212,1.25601002946496,1.7737129237502813,1.2388479709625244
2,R02,01,641,0.5062220152467489,1.2588349636644125,1.7650569789111614,1.2419840097427368
2,R02,02,489,0.5109109915792942,1.2472730595618486,1.7581840511411428,1.2296960353851318
2,R02,04,345,0.5128330085426569,1.2505201157182455,1.7633531242609024,1.2337599992752075
2,R03,01,258,0.5810919683426619,1.2473040260374546,1.8283959943801165,1.2304960489273071
2,R03,02,111,0.5839478690177202,1.251462148502469,1.8354100175201893,1.2344640493392944
2,R03,02,691,0.5768551491200924,1.2601178605109453,1.8369730096310377,1.2418240308761597
2,R03,04,531,0.6707808934152126,1.28752994351089,1.9583108369261026,1.2702720165252686
2,R04,01,178,0.5199371371418238,1.2490679509937763,1.7690050881356,1.2322239875793457
2,R04,02,144,0.5268098320811987,1.2502099853008986,1.7770198173820972,1.233407974243164
2,R04,03,74,0.5256880540400743,1.2512519024312496,1.776939956471324,1.2348159551620483
2,R04,03,460,0.532940961420536,1.2468330096453428,1.7797739710658789,1.2302720546722412
