name,count,device_type,self_cpu_us,self_device_us,device_total_us
void cutlass::Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_64x6_tn_align16>(cutlass_80_tensorop_i16832gemm_s8_128x64_64x6_tn_align16::Params),120,DeviceType.CUDA,0,777.8289999999888,777.8289999999888
triton_poi_fused__to_copy_add_clamp_div_expand_maximum_minimum_mul_neg_sub_view_zeros_like_7,60,DeviceType.CPU,545.1170000000302,195.55399999999463,195.55399999999463
triton_poi_fused__to_copy_add_clamp_div_expand_maximum_minimum_mul_neg_sub_view_zeros_like_7,60,DeviceType.CUDA,0,195.55399999999463,195.55399999999463
aten::_scaled_dot_product_flash_attention,60,DeviceType.CPU,348.31699999999546,0.0,555.2109999999957
aten::transpose,240,DeviceType.CPU,303.0080000000107,0,0
aten::_flash_attention_forward,60,DeviceType.CPU,700.4529999999968,555.2109999999957,555.2109999999957
aten::empty_like,60,DeviceType.CPU,120.90199999999277,0,0
aten::empty,360,DeviceType.CPU,689.7929999999833,0,0
cudaFuncSetAttribute,60,DeviceType.CPU,66.40800000000854,0,0
"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::bfloat16_t, Flash_kernel_traits<64, 64, 256, 4, cutlass::bfloat16_t> >, false, false, false, false, true, false, true, false>(pytorch_flash::Flash_fwd_params)",60,DeviceType.CUDA,0,377.02999999999975,377.02999999999975
"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::bfloat16_t, Flash_kernel_traits<64, 64, 256, 4, cutlass::bfloat16_t> >, 8, 1, true>(pytorch_flash::Flash_fwd_params)",60,DeviceType.CUDA,0,178.18099999999595,178.18099999999595
triton_per_fused__to_copy_add_amax_amin_clamp_div_maximum_minimum_mul_neg_reciprocal_transpose_view_zeros_like_8,60,DeviceType.CPU,478.4060000000118,97.05699999999615,97.05699999999615
triton_per_fused__to_copy_add_amax_amin_clamp_div_maximum_minimum_mul_neg_reciprocal_transpose_view_zeros_like_8,60,DeviceType.CUDA,0,97.05699999999615,97.05699999999615
void cutlass::Kernel2<cutlass_80_tensorop_i16832gemm_s8_64x64_64x6_tn_align16>(cutlass_80_tensorop_i16832gemm_s8_64x64_64x6_tn_align16::Params),120,DeviceType.CUDA,0,761.1600000000044,761.1600000000044
triton_per_fused__to_copy_add_amax_amin_clamp_div_expand_maximum_minimum_mul_native_layer_norm_neg_reciprocal_sub_view_zeros_like_9,115,DeviceType.CPU,1321.5389999999597,434.4090000000115,434.4090000000115
triton_per_fused__to_copy_add_amax_amin_clamp_div_expand_maximum_minimum_mul_native_layer_norm_neg_reciprocal_sub_view_zeros_like_9,115,DeviceType.CUDA,0,434.4090000000115,434.4090000000115
triton_red_fused__to_copy_add_amax_amin_clamp_div_expand_gelu_maximum_minimum_mul_neg_reciprocal_sub_view_zeros_like_10,60,DeviceType.CPU,612.4519999999884,454.37299999998686,454.37299999998686
triton_red_fused__to_copy_add_amax_amin_clamp_div_expand_gelu_maximum_minimum_mul_neg_reciprocal_sub_view_zeros_like_10,60,DeviceType.CUDA,0,454.37299999998686,454.37299999998686
triton_per_fused__to_copy_add_clamp_div_expand_maximum_minimum_mul_native_layer_norm_neg_sub_view_zeros_like_11,5,DeviceType.CPU,54.83200000001125,16.256999999990512,16.256999999990512
triton_per_fused__to_copy_add_clamp_div_expand_maximum_minimum_mul_native_layer_norm_neg_sub_view_zeros_like_11,5,DeviceType.CUDA,0,16.256999999990512,16.256999999990512
triton_per_fused__to_copy_clamp_min_div_expand_linalg_vector_norm_select_12,5,DeviceType.CPU,28.53100000000086,6.143999999998414,6.143999999998414
triton_per_fused__to_copy_clamp_min_div_expand_linalg_vector_norm_select_12,5,DeviceType.CUDA,0,6.143999999998414,6.143999999998414
triton_per_fused__to_copy_clamp_min_div_expand_linalg_vector_norm_slice_13,5,DeviceType.CPU,25.359000000005835,6.52799999999479,6.52799999999479
triton_per_fused__to_copy_clamp_min_div_expand_linalg_vector_norm_slice_13,5,DeviceType.CUDA,0,6.52799999999479,6.52799999999479
cudaDeviceSynchronize,6,DeviceType.CPU,23.08299999999508,0,0
