scene,video,frame,bf16_cls_cosine,bf16_cls_max_abs,same_eager_cls_cosine,same_eager_cls_max_abs,bf16_patch12_cosine,bf16_patch12_max_abs,same_eager_patch12_cosine,same_eager_patch12_max_abs
R01,01,0,0.0006734132766723633,0.005175285041332245,0.00017440319061279297,0.003768317401409149,0.000809808203484863,0.056303031742572784,0.0003019021241925657,0.06209829822182655
R01,01,6,0.0007082819938659668,0.004073877818882465,0.00016623735427856445,0.0023198388516902924,0.0008188964566215873,0.032775454223155975,0.00029097864171490073,0.014914363622665405
R01,01,13,0.0006865859031677246,0.004658915102481842,0.00016450881958007812,0.00284382700920105,0.0008249108213931322,0.018806785345077515,0.00030164109193719923,0.015544205904006958
R01,01,19,0.0006569623947143555,0.004245751071721315,0.00012373924255371094,0.0017386563122272491,0.0008008470758795738,0.019612446427345276,0.0002685448562260717,0.015472441911697388
R01,01,26,0.0006265044212341309,0.004062728025019169,0.00012612342834472656,0.0021349452435970306,0.0008101029088720679,0.02592676877975464,0.00029328741948120296,0.03232663869857788
R01,01,33,0.0006669759750366211,0.004051957279443741,0.00012946128845214844,0.0018172524869441986,0.0014624126488342881,0.2634795904159546,0.00042572966776788235,0.11290763318538666
R01,01,39,0.0006405115127563477,0.004155494272708893,0.00010836124420166016,0.0020775198936462402,0.0008930096519179642,0.10782775282859802,0.000279166066320613,0.01419396698474884
R01,01,46,0.0007442831993103027,0.004290500655770302,0.0001646280288696289,0.003326212987303734,0.000857798382639885,0.02612750232219696,0.00032497738720849156,0.03630060702562332
R01,01,53,0.0006900429725646973,0.005172275006771088,0.00014823675155639648,0.0020015835762023926,0.0007866549422033131,0.05420921370387077,0.0002974544186145067,0.03985290601849556
R01,01,59,0.0006974935531616211,0.004423073492944241,0.00015687942504882812,0.0018903855234384537,0.0008644071640446782,0.019850298762321472,0.00037310668267309666,0.023497773334383965
R01,01,66,0.0007317066192626953,0.004471356049180031,0.00016951560974121094,0.003071106970310211,0.0008009559824131429,0.026675865054130554,0.0002802225935738534,0.024398818612098694
R01,01,73,0.0007517337799072266,0.0045678699389100075,0.00018483400344848633,0.002426888793706894,0.0009200856438837945,0.036441780626773834,0.00033112624078057706,0.02703789435327053
R01,01,79,0.0006096959114074707,0.003819892182946205,0.00014895200729370117,0.0021936465054750443,0.0008419772493652999,0.03891613334417343,0.00030645119841210544,0.022586680948734283
R01,01,86,0.0007088780403137207,0.004100427962839603,0.00013017654418945312,0.0020767152309417725,0.0012055523693561554,0.08043453842401505,0.0004241777351126075,0.05299492925405502
R01,01,93,0.0006885528564453125,0.004449944943189621,0.00012987852096557617,0.0022482164204120636,0.0013059243792667985,0.17014706134796143,0.00030456887907348573,0.031433433294296265
R01,01,99,0.000647127628326416,0.004508122801780701,0.00014477968215942383,0.0019061807543039322,0.0007241243147291243,0.02977193146944046,0.0002761446521617472,0.013426989316940308
R01,01,106,0.0006878376007080078,0.004495061933994293,0.00017184019088745117,0.002366378903388977,0.0008026472060009837,0.04135572165250778,0.0002559289277996868,0.025234133005142212
R01,01,112,0.0007047057151794434,0.0048277899622917175,0.0001169443130493164,0.0018869340419769287,0.0009077640133909881,0.07729510962963104,0.00028944917721673846,0.052804023027420044
R01,01,119,0.0006874799728393555,0.004092954099178314,0.00017571449279785156,0.0023362133651971817,0.0014920394169166684,0.16004668176174164,0.00036859401734545827,0.03732720762491226
R01,01,126,0.0006662607192993164,0.004637081641703844,0.00013107061386108398,0.0020532701164484024,0.0008646174101158977,0.03153085708618164,0.0003209963906556368,0.014784932136535645
R01,01,132,0.0006874203681945801,0.004817756358534098,0.0001646876335144043,0.0018848869949579239,0.0008493135683238506,0.05581067502498627,0.000342327868565917,0.04403306543827057
R01,01,139,0.0006186366081237793,0.0040596965700387955,0.00012433528900146484,0.002062074840068817,0.0013548681745305657,0.11184131354093552,0.00044016705942340195,0.04889436066150665
R01,01,146,0.000666201114654541,0.004333222284913063,0.0001963973045349121,0.0026905685663223267,0.0008026469731703401,0.034881457686424255,0.0003204490931238979,0.02468612790107727
R01,01,152,0.000619351863861084,0.004520799964666367,0.00015747547149658203,0.002535112202167511,0.0011892721522599459,0.1354980319738388,0.00035989045863971114,0.03976501524448395
