video,start,end,cold_start,detected,delay_frames,alarm_preexisting_at_onset
01,43,183,False,False,,False
02,46,172,False,False,,False
03,65,259,False,False,,False
04,54,143,False,False,,False
05,94,185,False,False,,False
06,10,229,True,True,122,False
07,5,199,True,False,,False
08,30,223,True,False,,False
