repeat,scene,video,frame,input_ms,model_wall_ms,gpu_interval_ms,total_ms
0,R01,01,0,0.8288850076496601,44.39828102476895,44.32179260253906,45.22716603241861
0,R01,01,6,0.6296280771493912,44.56227086484432,44.537471771240234,45.19189894199371
0,R01,01,13,0.4342899192124605,43.610644061118364,43.5885124206543,44.044933980330825
0,R01,01,19,0.4434781149029732,43.659626971930265,43.59065628051758,44.10310508683324
0,R01,01,26,0.43580285273492336,44.33756601065397,44.31568145751953,44.773368863388896
0,R01,01,33,0.43127406388521194,43.50571590475738,43.4705924987793,43.93698996864259
0,R01,01,39,0.5226670764386654,43.98039192892611,43.92448043823242,44.503059005364776
0,R01,01,46,0.4531359300017357,44.4460310973227,44.42287826538086,44.89916702732444
0,R01,01,53,0.44884788803756237,43.55428693816066,43.53129577636719,44.00313482619822
0,R01,01,59,0.4270658828318119,43.66649896837771,43.598880767822266,44.09356485120952
0,R01,01,66,0.4562011454254389,44.47984485886991,44.45555114746094,44.93604600429535
0,R01,01,73,0.43298816308379173,43.94214879721403,43.91686248779297,44.37513696029782
0,R01,01,79,0.4457018803805113,43.74919505789876,43.68588638305664,44.19489693827927
0,R01,01,86,0.424601836130023,44.48644700460136,44.46342468261719,44.91104884073138
0,R01,01,93,0.4244418814778328,43.486850103363395,43.465633392333984,43.91129198484123
0,R01,01,99,0.42727706022560596,43.669394915923476,43.601951599121094,44.09667197614908
0,R01,01,106,0.42720604687929153,44.53347600065172,44.51084899902344,44.96068204753101
0,R01,01,112,0.42014289647340775,43.47850498743355,43.456417083740234,43.89864788390696
0,R01,01,119,0.4312540404498577,43.77776896581054,43.68793487548828,44.209023006260395
0,R01,01,126,0.6933989934623241,44.883356196805835,44.843265533447266,45.57675519026816
0,R01,01,132,0.4880721680819988,43.95852982997894,43.92393493652344,44.44660199806094
0,R01,01,139,0.6595749873667955,44.14058499969542,44.093441009521484,44.800159987062216
0,R01,01,146,0.45000994578003883,44.42966007627547,44.40671920776367,44.87967002205551
0,R01,01,152,0.43516186997294426,44.08909706398845,44.0665283203125,44.52425893396139
0,R01,01,159,0.4284488968551159,43.728065909817815,43.661312103271484,44.15651480667293
0,R01,01,166,0.42341905646026134,44.44107203744352,44.4194221496582,44.86449109390378
0,R01,01,172,0.42348005808889866,44.276109896600246,44.25199890136719,44.699589954689145
0,R01,01,179,0.43157488107681274,43.69232803583145,43.62752151489258,44.123902916908264
0,R01,01,186,0.4238900728523731,44.507105834782124,44.48390579223633,44.9309959076345
0,R01,01,192,0.4519729409366846,44.4406399037689,44.41667175292969,44.89261284470558
0,R01,01,199,0.4428960382938385,43.64684200845659,43.58553695678711,44.089738046750426
0,R01,01,206,0.4231689963489771,44.41228695213795,44.390560150146484,44.835455948486924
0,R01,02,0,0.4217361565679312,43.74038893729448,43.71894454956055,44.162125093862414
0,R01,02,6,0.4177680239081383,43.72848686762154,43.659934997558594,44.14625489152968
0,R01,02,13,0.4282989539206028,44.468853855505586,44.447265625,44.89715280942619
0,R01,02,20,0.42068399488925934,45.16350501216948,45.138816833496094,45.58418900705874
0,R01,02,27,0.4504199605435133,43.75920398160815,43.73446273803711,44.209623942151666
0,R01,02,34,0.43900893069803715,44.20140804722905,44.17977523803711,44.64041697792709
0,R01,02,41,0.4253129009157419,44.564825017005205,44.542015075683594,44.99013791792095
0,R01,02,48,0.4531261511147022,43.52656495757401,43.50294494628906,43.97969110868871
0,R01,02,54,0.4323259927332401,43.6200110707432,43.55276870727539,44.05233706347644
